Trajectories
200
,,M5:LASI,,,M5:RASI,,,M5:LPSI,,,M5:RPSI,,,M5:LTHI,,,M5:LKNE,,,M5:LTIB,,,M5:LANK,,,M5:LHEE,,,M5:LTOE,,,M5:RTHI,,,M5:RKNE,,,M5:RTIB,,,M5:RANK,,,M5:RHEE,,,M5:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-408.195,3862.57,1089.76,-658.387,3885.69,1088.46,-474.745,4062.74,1137.53,-560.24,4069.73,1141.44,-364.998,3854.81,786.107,-361.245,3939.75,574.361,-376.824,3919.06,421.63,-405.301,4008.54,97.7157,-446.436,4069.9,74.9962,-452.298,3822.22,63.5507,-705.546,3897.61,774.328,-690.224,3965.55,570.539,-663.087,3937.24,377.932,-657.123,4025.38,100.615,-612.047,4087.11,81.9778,-611.892,3842.82,67.2139
2,0,-408.237,3862.61,1089.81,-658.372,3885.76,1088.45,-474.774,4062.77,1137.53,-560.274,4069.75,1141.42,-365.049,3854.8,786.128,-361.298,3939.74,574.362,-376.815,3919.02,421.649,-405.316,4008.54,97.7134,-446.419,4069.89,74.9859,-452.289,3822.22,63.5351,-705.529,3897.59,774.331,-690.238,3965.53,570.542,-663.05,3937.21,377.926,-657.198,4025.29,100.691,-612.028,4087.14,82.0105,-611.89,3842.85,67.2449
3,0,-408.3,3862.66,1089.77,-658.426,3885.76,1088.44,-474.808,4062.82,1137.52,-560.298,4069.77,1141.41,-365.048,3854.8,786.133,-361.331,3939.71,574.353,-376.885,3918.99,421.633,-405.316,4008.52,97.716,-446.434,4069.91,74.9987,-452.273,3822.23,63.5471,-705.57,3897.65,774.446,-690.245,3965.51,570.542,-663.064,3937.2,377.913,-657.135,4025.4,100.619,-612.067,4087.09,81.9795,-611.875,3842.85,67.2314
4,0,-408.237,3862.6,1089.71,-658.333,3885.81,1088.3,-474.833,4062.84,1137.5,-560.338,4069.81,1141.4,-365.09,3854.79,786.16,-361.314,3939.65,574.36,-376.901,3918.96,421.62,-405.331,4008.5,97.7004,-446.763,4069.72,74.8888,-452.304,3822.21,63.534,-705.495,3897.57,774.375,-690.435,3965.52,570.613,-663.067,3937.18,377.914,-656.278,4026.97,99.1853,-612.027,4087.12,81.9932,-611.914,3842.83,67.2318
5,0,-408.367,3862.71,1089.74,-658.387,3885.8,1088.34,-474.861,4062.87,1137.49,-560.365,4069.83,1141.39,-365.121,3854.79,786.173,-361.369,3939.65,574.357,-376.911,3918.96,421.639,-405.336,4008.52,97.7175,-446.468,4069.89,74.9853,-452.299,3822.23,63.5269,-705.57,3897.58,774.349,-690.439,3965.52,570.608,-663.088,3937.18,377.925,-656.297,4026.94,99.156,-612.092,4087.07,81.9656,-611.915,3842.83,67.2312
6,0,-408.393,3862.75,1089.83,-658.436,3885.8,1088.37,-474.9,4062.88,1137.48,-560.4,4069.86,1141.38,-365.128,3854.78,786.196,-361.377,3939.63,574.371,-376.947,3918.91,421.644,-405.334,4008.52,97.7266,-446.483,4069.86,75.0102,-452.27,3822.21,63.5355,-705.557,3897.57,774.385,-690.44,3965.51,570.618,-663.084,3937.17,377.911,-656.294,4026.96,99.1974,-612.072,4087.08,81.9397,-611.904,3842.83,67.2459
7,0,-408.304,3862.68,1089.75,-658.435,3885.86,1088.35,-474.93,4062.91,1137.45,-560.435,4069.89,1141.37,-365.172,3854.74,786.196,-361.384,3939.58,574.374,-376.991,3918.92,421.661,-405.339,4008.51,97.7064,-446.49,4069.86,74.9989,-452.271,3822.21,63.5611,-705.519,3897.55,774.432,-690.461,3965.51,570.621,-663.144,3937.19,377.931,-656.288,4026.96,99.1952,-612.065,4087.15,81.9895,-611.925,3842.83,67.2318
8,0,-408.39,3862.77,1089.8,-658.487,3885.85,1088.37,-474.952,4062.92,1137.46,-560.469,4069.93,1141.37,-365.199,3854.77,786.207,-361.461,3939.62,574.394,-376.967,3918.86,421.637,-405.346,4008.52,97.7364,-446.53,4069.86,75.0047,-452.258,3822.2,63.5578,-705.647,3897.64,774.481,-690.461,3965.51,570.627,-663.113,3937.17,377.918,-656.282,4026.94,99.186,-612.084,4087.1,81.9738,-611.944,3842.82,67.2442
9,0,-408.437,3862.79,1089.8,-658.599,3885.88,1088.49,-474.981,4062.95,1137.45,-560.492,4069.94,1141.36,-365.232,3854.75,786.223,-361.467,3939.58,574.402,-376.998,3918.84,421.651,-405.347,4008.5,97.7365,-446.553,4069.88,74.972,-452.256,3822.21,63.5584,-705.625,3897.58,774.404,-690.373,3965.5,570.563,-663.13,3937.17,377.921,-656.288,4026.96,99.196,-612.087,4087.08,81.9589,-611.965,3842.84,67.2502
10,0,-408.455,3862.84,1089.82,-658.647,3885.87,1088.49,-475.014,4062.96,1137.44,-560.516,4069.95,1141.36,-365.237,3854.73,786.236,-361.529,3939.59,574.414,-377.016,3918.82,421.633,-405.345,4008.52,97.7431,-446.546,4069.86,74.9968,-452.281,3822.22,63.5687,-705.639,3897.58,774.417,-690.472,3965.5,570.61,-663.165,3937.19,377.933,-656.252,4027.03,99.2389,-612.09,4087.13,81.9777,-611.963,3842.83,67.266
11,0,-408.498,3862.83,1089.79,-658.575,3885.89,1088.41,-475.038,4062.99,1137.44,-560.553,4069.96,1141.36,-365.281,3854.75,786.256,-361.515,3939.51,574.391,-377.028,3918.81,421.627,-405.345,4008.51,97.7484,-446.529,4069.87,75.0009,-452.258,3822.22,63.5425,-705.696,3897.64,774.497,-690.38,3965.48,570.548,-663.187,3937.19,377.933,-656.258,4027.06,99.2682,-612.115,4087.14,81.9617,-611.972,3842.82,67.2555
12,0,-408.526,3862.88,1089.83,-658.708,3885.89,1088.5,-475.072,4063,1137.43,-560.584,4069.99,1141.36,-365.285,3854.74,786.258,-361.612,3939.58,574.442,-377.072,3918.77,421.647,-405.359,4008.52,97.7734,-446.551,4069.87,75.0187,-452.268,3822.2,63.5887,-705.729,3897.65,774.502,-690.517,3965.51,570.623,-663.217,3937.2,377.935,-656.276,4027.08,99.2745,-612.128,4087.09,81.9478,-612,3842.84,67.2513
13,0,-408.566,3862.85,1089.74,-658.658,3885.88,1088.45,-475.096,4063.04,1137.42,-560.615,4070,1141.35,-365.294,3854.71,786.249,-361.558,3939.47,574.419,-377.124,3918.74,421.645,-405.34,4008.54,97.773,-446.584,4069.87,75.0062,-452.267,3822.2,63.567,-705.781,3897.66,774.513,-690.539,3965.52,570.614,-663.23,3937.2,377.942,-656.286,4027.07,99.2577,-612.092,4087.16,82.013,-612.007,3842.84,67.2808
14,0,-408.5,3862.82,1089.8,-658.683,3885.9,1088.43,-475.124,4063.04,1137.42,-560.649,4070.03,1141.34,-365.366,3854.72,786.286,-361.606,3939.48,574.43,-377.127,3918.71,421.63,-405.357,4008.52,97.784,-446.59,4069.87,75.0034,-452.261,3822.24,63.5795,-705.796,3897.65,774.515,-690.515,3965.49,570.605,-663.241,3937.19,377.928,-656.253,4027.12,99.2959,-612.113,4087.2,82.0531,-612.005,3842.83,67.2669
15,0,-408.582,3862.88,1089.82,-658.784,3885.92,1088.53,-475.161,4063.08,1137.4,-560.673,4070.03,1141.34,-365.357,3854.72,786.293,-361.679,3939.53,574.45,-377.147,3918.66,421.654,-405.353,4008.52,97.7657,-446.597,4069.87,75.0091,-452.261,3822.2,63.5698,-705.816,3897.65,774.52,-690.548,3965.49,570.604,-663.253,3937.18,377.93,-656.292,4027.05,99.2271,-612.08,4087.21,82.0023,-611.993,3842.85,67.2898
16,0,-408.53,3862.89,1089.78,-658.811,3885.87,1088.56,-475.184,4063.09,1137.4,-560.702,4070.04,1141.34,-365.388,3854.71,786.295,-361.702,3939.51,574.448,-377.143,3918.66,421.627,-405.348,4008.53,97.7857,-446.585,4069.88,75.0155,-452.269,3822.21,63.5582,-705.836,3897.64,774.514,-690.56,3965.48,570.598,-663.271,3937.19,377.927,-656.268,4027.09,99.2532,-612.082,4087.11,81.9407,-612.02,3842.81,67.2792
17,0,-408.52,3862.85,1089.78,-658.843,3885.92,1088.55,-475.205,4063.1,1137.4,-560.725,4070.05,1141.34,-365.401,3854.72,786.295,-361.75,3939.5,574.452,-377.157,3918.64,421.65,-405.373,4008.52,97.7792,-446.589,4069.88,75.0116,-452.269,3822.21,63.5601,-705.805,3897.58,774.462,-690.447,3965.45,570.557,-663.279,3937.17,377.935,-656.281,4027.08,99.233,-612.07,4087.14,81.9749,-612.01,3842.82,67.2747
18,0,-408.663,3862.94,1089.83,-658.798,3885.9,1088.47,-475.231,4063.1,1137.4,-560.761,4070.08,1141.33,-365.397,3854.71,786.313,-361.747,3939.46,574.459,-377.204,3918.63,421.65,-405.363,4008.53,97.8024,-446.815,4069.75,74.9163,-452.263,3822.21,63.5718,-705.93,3897.67,774.53,-690.599,3965.52,570.57,-663.265,3937.16,377.927,-656.297,4027.08,99.2213,-612.059,4087.18,81.9699,-612.012,3842.82,67.2956
19,0,-408.604,3862.88,1089.84,-658.788,3885.93,1088.48,-475.256,4063.11,1137.39,-560.787,4070.07,1141.32,-365.447,3854.7,786.301,-361.754,3939.46,574.487,-377.234,3918.62,421.644,-405.375,4008.52,97.7944,-446.614,4069.83,75.0066,-452.237,3822.2,63.5486,-705.95,3897.68,774.528,-690.627,3965.51,570.607,-663.298,3937.17,377.927,-656.298,4027.04,99.1896,-612.092,4087.14,81.9704,-612.003,3842.84,67.2743
