Trajectories
200
,,M5:LASI,,,M5:RASI,,,M5:LPSI,,,M5:RPSI,,,M5:LTHI,,,M5:LKNE,,,M5:LTIB,,,M5:LANK,,,M5:LHEE,,,M5:LTOE,,,M5:RTHI,,,M5:RKNE,,,M5:RTIB,,,M5:RANK,,,M5:RHEE,,,M5:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-430.431,3895.92,1090.04,-680.24,3919.15,1087.79,-496.238,4095.63,1138.92,-582.106,4102.86,1142.97,-386.617,3887.66,784.343,-381.453,3972.03,575.033,-396.716,3950.89,421.919,-419.245,4042.54,98.3934,-457.435,4106.06,74.458,-475.712,3858.71,64.0021,-724.484,3926.58,773.628,-708.26,3991.7,570.677,-677.016,3959.43,378.978,-670.212,4042.01,100.267,-626.884,4105.6,81.7886,-617.07,3860.77,67.6026
2,0,-430.442,3895.88,1090.05,-680.225,3919.19,1087.83,-496.251,4095.66,1138.93,-582.108,4102.87,1142.96,-386.609,3887.66,784.358,-381.568,3972.04,574.971,-396.733,3950.89,421.885,-419.25,4042.54,98.4061,-457.453,4106.1,74.4611,-475.707,3858.71,64.0007,-724.468,3926.56,773.62,-708.275,3991.7,570.685,-677.013,3959.43,378.979,-670.281,4041.93,100.291,-626.895,4105.6,81.7613,-617.075,3860.77,67.6074
3,0,-430.421,3895.91,1090.08,-680.216,3919.23,1087.81,-496.256,4095.67,1138.92,-582.12,4102.91,1142.96,-386.621,3887.67,784.34,-381.603,3972.02,574.958,-396.761,3950.88,421.887,-419.249,4042.56,98.4075,-457.454,4106.06,74.4697,-475.724,3858.71,64.0142,-724.476,3926.55,773.628,-708.279,3991.7,570.685,-677.041,3959.43,378.979,-670.287,4041.99,100.253,-626.874,4105.57,81.8088,-617.061,3860.77,67.6188
4,0,-430.39,3895.93,1090.04,-680.258,3919.28,1087.79,-496.256,4095.7,1138.92,-582.117,4102.94,1142.96,-386.638,3887.67,784.356,-381.479,3972.02,575.026,-396.767,3950.86,421.91,-419.265,4042.55,98.4184,-457.457,4106.06,74.4537,-475.724,3858.74,64.0092,-724.51,3926.56,773.62,-708.274,3991.68,570.685,-677.019,3959.41,378.974,-670.332,4041.91,100.3,-626.901,4105.57,81.7855,-617.05,3860.75,67.6009
5,0,-430.4,3896.01,1090.13,-680.268,3919.26,1087.83,-496.265,4095.72,1138.92,-582.124,4102.94,1142.96,-386.669,3887.69,784.369,-381.538,3972.04,575.029,-396.76,3950.86,421.915,-419.26,4042.55,98.4126,-457.452,4106.06,74.4656,-475.736,3858.73,64.0268,-724.513,3926.56,773.636,-708.28,3991.67,570.689,-677.035,3959.42,378.983,-670.351,4041.88,100.343,-626.878,4105.62,81.7495,-617.068,3860.76,67.6234
6,0,-430.42,3895.98,1090.05,-680.267,3919.3,1087.82,-496.267,4095.75,1138.91,-582.129,4102.98,1142.94,-386.682,3887.69,784.393,-381.582,3972.01,575.008,-396.735,3950.83,421.901,-419.252,4042.57,98.4273,-457.447,4106.06,74.4962,-475.745,3858.72,64.0187,-724.557,3926.58,773.65,-708.283,3991.66,570.7,-677.041,3959.42,378.985,-669.448,4043.79,98.885,-626.915,4105.57,81.783,-617.074,3860.75,67.6134
7,0,-430.441,3896.02,1090.09,-680.306,3919.28,1087.82,-496.264,4095.75,1138.9,-582.128,4102.99,1142.93,-386.698,3887.69,784.388,-381.625,3972.01,574.969,-396.763,3950.82,421.914,-419.258,4042.55,98.4242,-457.428,4106.1,74.4743,-475.728,3858.7,64.0315,-724.564,3926.58,773.654,-708.287,3991.65,570.701,-677.054,3959.41,378.984,-670.536,4041.68,100.547,-626.85,4105.62,81.8184,-617.066,3860.75,67.6194
8,0,-430.409,3896.03,1090.14,-680.319,3919.29,1087.82,-496.27,4095.76,1138.91,-582.136,4103.02,1142.93,-386.698,3887.69,784.405,-381.548,3972.05,575.059,-396.782,3950.81,421.893,-419.266,4042.55,98.4271,-457.452,4106.06,74.4901,-475.745,3858.71,64.042,-724.56,3926.58,773.66,-708.292,3991.66,570.699,-677.043,3959.41,378.996,-669.437,4043.8,98.9324,-626.898,4105.61,81.792,-617.051,3860.75,67.624
9,0,-430.454,3896.05,1090.12,-680.329,3919.32,1087.82,-496.276,4095.78,1138.9,-582.138,4103.06,1142.93,-386.671,3887.69,784.412,-381.544,3972.07,575.091,-396.821,3950.81,421.935,-419.27,4042.53,98.4214,-457.48,4106.1,74.5005,-475.743,3858.7,64.0137,-724.582,3926.6,773.665,-708.305,3991.66,570.707,-677.025,3959.39,378.985,-670.598,4041.7,100.606,-626.908,4105.6,81.8096,-617.057,3860.76,67.6337
