Trajectories
200
,,M6:LASI,,,M6:RASI,,,M6:LPSI,,,M6:RPSI,,,M6:LTHI,,,M6:LKNE,,,M6:LTIB,,,M6:LANK,,,M6:LHEE,,,M6:LTOE,,,M6:RTHI,,,M6:RKNE,,,M6:RTIB,,,M6:RANK,,,M6:RHEE,,,M6:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,,,,-681.663,3620.55,1119.44,-511.876,3834.65,1196.96,-594.679,3831.11,1199.12,-366.423,3758.53,805.423,-394.997,3757.71,573.646,-371.649,3790.06,417.911,-392.932,3813.97,100.963,-440.964,3878.85,81.1566,,,,-757.058,3767.88,863.364,-727.22,3758.39,591.969,-741.719,3820.17,417.108,-707.067,3823.83,106.228,-654.077,3877.44,85.2554,-651.218,3635.47,65.4091
2,0,,,,-681.638,3620.6,1119.42,-517.146,3837.6,1195.66,-594.663,3831.14,1199.12,-366.407,3758.59,805.426,-394.979,3757.71,573.648,-375.526,3786.18,420.772,-392.867,3813.98,100.985,-440.972,3878.85,81.1603,,,,-757.037,3767.89,863.371,-727.195,3758.39,591.962,-741.703,3820.15,417.102,-707.062,3823.83,106.219,-654.087,3877.44,85.2492,-651.202,3635.46,65.4155
3,0,,,,-681.629,3620.66,1119.39,-511.838,3834.69,1196.98,-594.648,3831.18,1199.12,-366.398,3758.61,805.432,-394.957,3757.74,573.65,-371.636,3790.09,417.912,-392.923,3813.99,100.976,-440.962,3878.86,81.1665,,,,-757.019,3767.92,863.365,-724.383,3756.51,591.349,-742.505,3818.57,416.079,-707.039,3823.83,106.227,-654.064,3877.36,85.2059,-651.166,3635.48,65.4271
4,0,,,,-681.668,3620.66,1119.39,-511.81,3834.73,1196.99,-594.618,3831.21,1199.12,-366.401,3758.66,805.446,-392.272,3758.03,574.181,-375.294,3786.02,420.745,-392.882,3813.99,100.978,-440.799,3879.03,81.2267,,,,-756.995,3767.92,863.368,-727.117,3758.3,591.883,-742.509,3818.55,416.064,-707.02,3823.83,106.225,-654.071,3877.44,85.2424,-651.186,3635.46,65.4288
5,0,,,,-681.584,3620.65,1119.38,-511.786,3834.76,1197.01,-594.607,3831.25,1199.14,-366.389,3758.67,805.441,-394.937,3757.76,573.65,-375.268,3786.06,420.772,-392.879,3813.98,100.967,-440.972,3878.86,81.1641,,,,-756.968,3767.96,863.381,-724.349,3756.54,591.372,-742.485,3818.59,416.091,-707.045,3823.83,106.227,-654.063,3877.46,85.251,-651.156,3635.46,65.4139
6,0,,,,-681.654,3620.72,1119.4,-511.765,3834.81,1197.02,-594.598,3831.27,1199.15,-366.371,3758.7,805.428,-392.306,3758.06,574.185,-375.471,3786.23,420.761,-392.981,3813.97,100.952,-440.813,3879.03,81.2278,,,,-756.934,3767.96,863.386,-727.051,3758.42,591.966,-742.498,3818.54,416.049,-707.028,3823.84,106.24,-654.064,3877.44,85.2178,-651.175,3635.49,65.4241
7,0,,,,-681.628,3620.72,1119.4,-511.744,3834.83,1197.02,-594.574,3831.3,1199.17,-366.356,3758.72,805.435,-392.314,3758.08,574.197,-375.255,3786.1,420.772,-392.984,3813.98,100.953,-440.955,3878.86,81.1548,,,,-756.901,3767.99,863.401,-727.031,3758.47,592.002,-742.486,3818.65,416.104,-707.042,3823.82,106.231,-654.045,3877.44,85.2299,-651.168,3635.47,65.4074
8,0,,,,-681.502,3620.7,1119.35,-511.726,3834.85,1197.04,-594.558,3831.33,1199.17,-366.339,3758.75,805.431,-392.376,3758.09,574.193,-375.254,3786.12,420.774,-393.012,3813.98,100.951,-440.948,3878.87,81.1726,,,,-756.858,3768.02,863.42,-726.997,3758.5,592.02,-742.459,3818.65,416.101,-707.032,3823.84,106.244,-654.026,3877.4,85.2218,-651.163,3635.49,65.409
9,0,,,,-681.551,3620.73,1119.38,-511.701,3834.88,1197.05,-594.55,3831.39,1199.18,-366.324,3758.77,805.433,-392.344,3758.1,574.19,-375.448,3786.27,420.773,-393.023,3813.97,100.958,-440.952,3878.88,81.1597,,,,-756.824,3768.04,863.432,-726.967,3758.49,592.01,-742.462,3818.61,416.068,-707.021,3823.82,106.229,-654.062,3877.42,85.1906,-651.145,3635.5,65.4207
10,0,,,,-681.55,3620.75,1119.4,-511.675,3834.9,1197.04,-594.525,3831.4,1199.19,-366.3,3758.79,805.416,-392.354,3758.13,574.197,-375.23,3786.15,420.756,-393.031,3813.97,100.928,-440.945,3878.88,81.1597,,,,-756.802,3768.08,863.432,-726.978,3758.58,592.066,-742.44,3818.65,416.09,-707.012,3823.83,106.237,-654.015,3877.48,85.2372,-651.141,3635.47,65.433
11,0,,,,-681.583,3620.78,1119.44,-511.656,3834.94,1197.05,-594.522,3831.45,1199.17,-366.287,3758.81,805.431,-392.357,3758.12,574.191,-375.408,3786.3,420.775,-393.068,3813.96,100.928,-440.959,3878.85,81.1387,,,,-756.768,3768.12,863.438,-726.966,3758.6,592.066,-742.426,3818.67,416.097,-707.003,3823.81,106.198,-654.001,3877.39,85.2147,-651.13,3635.49,65.422
12,0,,,,-681.434,3620.76,1119.4,-511.636,3834.97,1197.05,-594.508,3831.47,1199.17,-366.263,3758.83,805.436,-392.345,3758.14,574.201,-375.204,3786.2,420.775,-393.079,3813.96,100.906,-440.949,3878.87,81.1633,,,,-756.733,3768.15,863.449,-726.952,3758.6,592.057,-742.424,3818.62,416.071,-707.041,3823.84,106.242,-654.025,3877.46,85.223,-651.129,3635.49,65.4301
13,0,,,,-681.383,3620.84,1119.38,-511.611,3835,1197.05,-594.485,3831.51,1199.18,-366.244,3758.82,805.428,-392.319,3758.14,574.184,-375.36,3786.31,420.776,-393.103,3813.96,100.918,-440.847,3878.99,81.2059,,,,-756.699,3768.18,863.458,-726.93,3758.62,592.06,-742.435,3818.66,416.088,-707.01,3823.8,106.221,-654.026,3877.44,85.2232,-651.123,3635.48,65.4244
14,0,,,,-681.815,3620.88,1119.47,-511.583,3835.01,1197.05,-594.47,3831.55,1199.17,-366.219,3758.83,805.428,-392.288,3758.15,574.193,-375.199,3786.21,420.767,-393.105,3813.95,100.907,-440.856,3878.98,81.2097,,,,-756.695,3768.22,863.462,-726.945,3758.71,592.134,-742.406,3818.68,416.103,-707.03,3823.86,106.239,-654.007,3877.47,85.2138,-651.129,3635.49,65.4251
15,0,,,,-681.388,3620.9,1119.44,-511.543,3835.01,1197.04,-594.433,3831.59,1199.16,-366.2,3758.82,805.423,-392.281,3758.15,574.186,-375.172,3786.22,420.764,-393.096,3813.96,100.916,-440.941,3878.89,81.1716,,,,-756.678,3768.27,863.468,-726.973,3758.79,592.168,-742.405,3818.75,416.135,-707.013,3823.87,106.243,-654.002,3877.46,85.2174,-651.112,3635.48,65.4321
16,0,,,,-681.569,3620.9,1119.5,-511.522,3835.04,1197.04,-594.406,3831.6,1199.16,-366.184,3758.82,805.424,-392.243,3758.15,574.173,-375.172,3786.2,420.74,-393.091,3813.95,100.916,-440.935,3878.87,81.1527,,,,-756.665,3768.3,863.465,-726.932,3758.75,592.117,-742.391,3818.69,416.117,-707.01,3823.82,106.208,-653.99,3877.4,85.2028,-651.13,3635.49,65.412
17,0,,,,-681.687,3620.98,1119.39,-511.488,3835.07,1197.05,-594.363,3831.64,1199.18,-366.167,3758.83,805.422,-392.242,3758.17,574.183,-375.313,3786.32,420.781,-393.105,3813.94,100.917,-440.94,3878.88,81.1626,,,,-756.652,3768.34,863.466,-726.896,3758.71,592.072,-742.404,3818.64,416.064,-707.013,3823.82,106.219,-653.994,3877.39,85.1983,-651.137,3635.5,65.4196
18,0,,,,-681.721,3620.98,1119.42,-511.463,3835.09,1197.04,-594.331,3831.68,1199.17,-366.147,3758.82,805.429,-392.178,3758.17,574.182,-375.312,3786.33,420.773,-393.058,3813.96,100.917,-440.941,3878.87,81.1617,,,,-756.645,3768.38,863.463,-726.896,3758.75,592.072,-742.37,3818.69,416.079,-707.004,3823.83,106.22,-654,3877.44,85.217,-651.138,3635.49,65.4326
19,0,,,,-681.441,3621.02,1119.44,-511.431,3835.1,1197.04,-594.301,3831.71,1199.17,-366.138,3758.83,805.435,-392.172,3758.16,574.177,-375.149,3786.24,420.768,-393.047,3813.95,100.925,-440.838,3878.98,81.2022,,,,-756.626,3768.4,863.465,-726.866,3758.75,592.062,-742.377,3818.74,416.087,-707.013,3823.85,106.245,-653.989,3877.44,85.2196,-651.098,3635.49,65.4363
20,0,,,,-681.592,3621.11,1119.56,-511.406,3835.11,1197.04,-594.28,3831.74,1199.16,-366.11,3758.82,805.434,-392.162,3758.16,574.176,-375.142,3786.25,420.76,-393.038,3813.95,100.924,-440.832,3878.97,81.2035,,,,-756.606,3768.43,863.466,-726.896,3758.83,592.108,-742.379,3818.7,416.059,-706.991,3823.83,106.233,-653.983,3877.39,85.2085,-651.081,3635.5,65.4417
21,0,-422.463,3625.92,1130.46,-681.727,3621.09,1119.41,-511.385,3835.14,1197.04,-594.255,3831.77,1199.16,-366.111,3758.81,805.424,-392.196,3758.15,574.156,-375.127,3786.19,420.717,-393.037,3813.94,100.9,-440.913,3878.86,81.1632,,,,-756.606,3768.47,863.471,-726.862,3758.8,592.063,-742.364,3818.74,416.078,-706.994,3823.84,106.236,-654.008,3877.43,85.2202,-651.105,3635.51,65.4291
22,0,-422.831,3625.73,1130.21,-681.712,3621.12,1119.4,-511.349,3835.15,1197.05,-594.224,3831.8,1199.15,-366.104,3758.79,805.417,-392.201,3758.17,574.184,-375.282,3786.32,420.769,-393.072,3813.94,100.896,-440.921,3878.87,81.164,,,,-756.605,3768.5,863.471,-726.854,3758.82,592.068,-742.36,3818.72,416.049,-707.003,3823.87,106.259,-654.005,3877.41,85.209,-651.133,3635.48,65.4294
23,0,-422.865,3625.7,1130.12,-681.477,3621.15,1119.46,-511.323,3835.16,1197.05,-594.192,3831.82,1199.17,-366.09,3758.78,805.419,-392.178,3758.14,574.172,-375.117,3786.23,420.768,-393.026,3813.95,100.915,-440.808,3878.98,81.1961,,,,-756.598,3768.54,863.474,-726.901,3758.94,592.135,-742.339,3818.82,416.086,-706.986,3823.85,106.249,-654.005,3877.42,85.1811,-651.123,3635.49,65.4309
24,0,-423.071,3625.64,1130.11,-681.678,3621.18,1119.37,-511.306,3835.17,1197.05,-594.172,3831.85,1199.16,-366.086,3758.77,805.42,-392.132,3758.15,574.178,-375.12,3786.2,420.727,-393.078,3813.93,100.898,-440.907,3878.88,81.1672,,,,-756.604,3768.58,863.482,-726.855,3758.88,592.069,-742.339,3818.75,416.046,-707.005,3823.82,106.24,-653.989,3877.39,85.1901,-651.103,3635.5,65.4352
25,0,-422.84,3625.65,1130.08,-681.798,3621.26,1119.4,-511.288,3835.19,1197.06,-594.146,3831.87,1199.17,-366.073,3758.76,805.419,-392.212,3758.14,574.189,-375.125,3786.17,420.718,-393.053,3813.94,100.904,-440.805,3878.99,81.1995,,,,-756.582,3768.6,863.484,-726.868,3758.9,592.07,-742.33,3818.81,416.074,-706.997,3823.82,106.223,-653.994,3877.36,85.1731,-651.121,3635.48,65.4311
26,0,-422.981,3625.66,1130.14,-681.768,3621.29,1119.48,-511.26,3835.2,1197.06,-594.122,3831.9,1199.17,-366.054,3758.75,805.424,-392.165,3758.14,574.188,-375.134,3786.22,420.743,-393.039,3813.92,100.895,-440.805,3878.98,81.1924,,,,-756.584,3768.65,863.491,-726.88,3758.95,592.087,-742.346,3818.84,416.078,-707.013,3823.87,106.258,-653.99,3877.37,85.1633,-651.123,3635.48,65.4117
27,0,-422.979,3625.64,1130.12,-681.719,3621.24,1119.47,-511.242,3835.2,1197.07,-594.11,3831.93,1199.17,-366.052,3758.74,805.413,-392.118,3758.13,574.184,-375.099,3786.15,420.726,-393.024,3813.94,100.913,-440.81,3878.98,81.209,,,,-756.582,3768.69,863.497,-726.88,3758.96,592.076,-742.321,3818.92,416.096,-706.982,3823.82,106.244,-653.991,3877.36,85.1647,-651.135,3635.49,65.4149
28,0,-421.376,3626,1130.78,-681.783,3621.23,1119.47,-511.225,3835.22,1197.07,-594.096,3831.94,1199.17,-366.041,3758.73,805.415,-392.172,3758.12,574.189,-375.094,3786.18,420.737,-392.999,3813.93,100.911,-440.805,3878.97,81.1924,,,,-756.54,3768.71,863.498,-726.854,3758.92,592.051,-742.304,3818.91,416.08,-706.99,3823.86,106.254,-654.007,3877.4,85.171,-651.178,3635.47,65.4213
29,0,-421.754,3626.06,1130.56,-681.813,3621.3,1119.52,-511.211,3835.25,1197.07,-594.084,3831.97,1199.17,-366.024,3758.69,805.412,-392.19,3758.1,574.182,-375.084,3786.15,420.747,-393.017,3813.93,100.917,-440.784,3878.98,81.2154,,,,-756.55,3768.76,863.503,-726.894,3759.02,592.095,-742.318,3818.95,416.076,-707.003,3823.84,106.242,-654.007,3877.42,85.181,-651.161,3635.47,65.4362
30,0,-421.822,3626.16,1130.08,-681.816,3621.37,1119.42,-511.191,3835.27,1197.07,-594.074,3832,1199.16,-366.022,3758.69,805.405,-392.147,3758.11,574.167,-375.079,3786.13,420.75,-392.999,3813.94,100.903,-440.798,3878.99,81.2084,,,,-756.565,3768.8,863.507,-726.869,3758.99,592.066,-742.337,3818.94,416.075,-707.002,3823.87,106.269,-653.998,3877.41,85.156,-651.162,3635.49,65.4311
31,0,-421.505,3626.31,1129.83,-681.886,3621.44,1119.42,-511.179,3835.29,1197.07,-594.053,3832.02,1199.17,-366.023,3758.66,805.395,-392.186,3758.1,574.181,-375.063,3786.13,420.748,-393.041,3813.93,100.913,-440.785,3878.99,81.2156,,,,-756.55,3768.84,863.498,-726.91,3759.08,592.138,-742.326,3818.97,416.061,-707.011,3823.85,106.246,-654.006,3877.35,85.1475,-651.182,3635.47,65.4157
32,0,-421.272,3626.45,1129.8,-681.749,3621.32,1119.41,-511.159,3835.29,1197.07,-594.031,3832.03,1199.18,-366.034,3758.65,805.398,-392.184,3758.08,574.175,-375.063,3786.08,420.734,-393.058,3813.93,100.92,-440.79,3878.99,81.2184,,,,-756.53,3768.88,863.51,-726.884,3759.07,592.124,-742.326,3819.01,416.085,-706.997,3823.87,106.242,-653.997,3877.42,85.1721,-651.201,3635.47,65.4165
33,0,-423.761,3625.01,1130.09,-681.734,3621.41,1119.37,-511.149,3835.32,1197.07,-594.024,3832.06,1199.18,-366.05,3758.62,805.393,-392.16,3758.06,574.179,-375.061,3786.04,420.727,-393.073,3813.93,100.923,-440.783,3879,81.2141,,,,-756.523,3768.94,863.503,-726.942,3759.16,592.18,-742.317,3819.02,416.077,-707.001,3823.91,106.27,-654.002,3877.37,85.142,-651.195,3635.46,65.4123
34,0,-423.926,3624.92,1130.08,-681.895,3621.47,1119.38,-511.125,3835.34,1197.08,-594.012,3832.09,1199.17,-366.044,3758.64,805.4,-392.173,3758.08,574.183,-375.065,3786.07,420.76,-393.063,3813.93,100.919,-440.776,3879,81.2103,,,,-756.54,3768.99,863.517,-726.914,3759.11,592.114,-742.321,3819.08,416.099,-706.979,3823.9,106.237,-653.994,3877.38,85.1332,-651.175,3635.48,65.4414
