Trajectories
200
,,M6:LASI,,,M6:RASI,,,M6:LPSI,,,M6:RPSI,,,M6:LTHI,,,M6:LKNE,,,M6:LTIB,,,M6:LANK,,,M6:LHEE,,,M6:LTOE,,,M6:RTHI,,,M6:RKNE,,,M6:RTIB,,,M6:RANK,,,M6:RHEE,,,M6:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-431.704,3626.52,1130.69,-691.688,3617.22,1118.04,-524.51,3831.32,1203.39,-607.445,3827.04,1204.3,-375.078,3756.77,807.439,-406.606,3754.55,577.123,-387.475,3775.82,422.638,-406.236,3796.7,98.8217,-451.522,3863.12,80.3506,,,,-765.962,3765.94,864.831,-733.226,3756.3,591.878,-745.228,3816.54,416.711,-708.426,3815.6,105.584,,,,-654.388,3626.42,64.9007
2,0,-431.733,3626.46,1130.69,-689.966,3621.5,1116.45,-524.511,3831.25,1203.4,-607.451,3826.99,1204.3,-375.148,3756.69,807.449,-406.614,3754.5,577.118,-384.168,3780.1,418.966,-406.224,3796.71,98.8084,-451.536,3863.12,80.3459,,,,-765.97,3765.88,864.816,-733.222,3756.24,591.863,-745.233,3816.53,416.728,-708.433,3815.59,105.594,,,,-654.398,3626.42,64.8825
3,0,-431.781,3626.37,1130.66,-690.122,3621.61,1115.93,-524.494,3831.15,1203.41,-607.45,3826.93,1204.3,-375.098,3756.65,807.438,-406.601,3749.94,575.646,-387.499,3775.73,422.633,-406.24,3796.7,98.7935,-451.535,3863.1,80.3538,,,,-765.975,3765.83,864.814,-733.227,3756.18,591.835,-746.25,3814.58,415.628,-708.442,3815.58,105.572,-653.403,3874.13,89.4139,-654.414,3626.42,64.8984
4,0,-431.745,3626.34,1130.72,-691.726,3617.08,1118.07,-524.521,3831.11,1203.39,-607.467,3826.87,1204.29,-371.699,3754.22,806.947,-406.644,3754.4,577.112,-387.341,3775.49,422.561,-406.26,3796.7,98.7803,-451.534,3863.11,80.3632,,,,-765.984,3765.78,864.808,-733.236,3756.2,591.881,-744.847,3820.94,411.551,-708.441,3815.61,105.568,-653.395,3874.15,89.4139,-654.396,3626.42,64.901
5,0,-431.723,3626.27,1130.66,-690.004,3621.3,1116.51,-524.519,3831.05,1203.38,-609.15,3827.57,1204.12,-378.217,3756.14,807.234,-406.646,3754.35,577.12,-387.319,3775.54,422.615,-406.268,3796.69,98.8056,-451.539,3863.1,80.3696,,,,-765.983,3765.73,864.815,-733.234,3756.19,591.905,-746.028,3814.9,415.828,-708.438,3815.62,105.573,-653.385,3874.17,89.4238,-654.4,3626.43,64.8826
6,0,-431.795,3626.19,1130.69,-691.102,3617.13,1118.02,-524.51,3830.97,1203.39,-607.475,3826.77,1204.31,-375.099,3756.39,807.428,-406.648,3754.28,577.097,-387.322,3775.53,422.617,-406.292,3796.68,98.8067,-451.549,3863.11,80.3802,,,,-765.995,3765.68,864.82,-733.221,3756.12,591.865,-746.291,3814.56,415.629,-708.453,3815.58,105.559,-653.393,3874.12,89.4145,-654.394,3626.43,64.9007
7,0,-431.977,3626.08,1130.72,-690.125,3621.26,1116.04,-524.484,3830.85,1203.43,-609.185,3827.5,1204.12,-378.207,3756.05,807.246,-406.647,3754.25,577.104,-387.333,3775.46,422.562,-406.362,3796.69,98.7887,-451.544,3863.1,80.376,,,,-766.007,3765.64,864.837,-736.166,3749.21,591.986,-746.298,3814.56,415.632,-708.462,3815.58,105.568,-653.395,3874.12,89.428,-654.398,3626.43,64.8816
8,0,-431.883,3626.02,1130.71,-691.794,3616.93,1118.07,-524.48,3830.78,1203.43,-609.149,3827.43,1204.13,-378.186,3756,807.246,-406.649,3754.22,577.111,-387.306,3775.45,422.583,-406.337,3796.7,98.7988,-451.543,3863.09,80.3786,,,,-765.992,3765.59,864.829,-736.21,3749.18,592.036,-746.313,3814.53,415.605,-708.449,3815.51,105.53,-653.384,3874.06,89.3947,-654.414,3626.41,64.8815
9,0,-431.903,3625.94,1130.72,-691.665,3616.88,1118,-524.498,3830.75,1203.42,-609.18,3827.37,1204.11,-378.172,3755.93,807.255,-406.662,3754.2,577.119,-387.265,3775.48,422.589,-406.346,3796.69,98.7972,-451.536,3863.1,80.384,,,,-766.005,3765.55,864.849,-734.362,3751.77,590.518,-746.285,3814.55,415.623,-708.473,3815.53,105.549,-653.41,3874.09,89.4201,-654.418,3626.42,64.8849
