Trajectories
200
,,M4:LASI,,,M4:RASI,,,M4:LPSI,,,M4:RPSI,,,M4:LTHI,,,M4:LKNE,,,M4:LTIB,,,M4:LANK,,,M4:LHEE,,,M4:LTOE,,,M4:RTHI,,,M4:RKNE,,,M4:RTIB,,,M4:RANK,,,M4:RHEE,,,M4:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,404.691,3711.64,1045.95,176.787,3725.7,1039.43,344.121,3954.63,1063.65,264.714,3956.43,1069.64,506.355,3762.97,886.939,460.187,3845.17,546.834,452.788,3817.82,380.58,456.445,3881.75,87.4813,394.51,3930.3,50.3808,434.394,3696.72,45.2574,100.463,3756.33,883.424,142.802,3845.48,559.553,128.301,3859.62,303.039,129.87,3905.77,92.6507,184.302,3949.62,48.2496,150.066,3703.6,48.0913
2,0,404.619,3711.59,1045.97,176.776,3725.69,1039.41,344.127,3954.59,1063.64,264.715,3956.41,1069.64,506.421,3763.02,886.995,460.149,3845.15,546.804,452.789,3817.8,380.579,456.46,3881.73,87.4874,394.524,3930.3,50.3712,434.375,3696.72,45.2584,100.462,3756.32,883.411,142.775,3845.49,559.568,128.295,3859.63,303.043,129.893,3905.78,92.6422,184.281,3949.59,48.2379,150.065,3703.61,48.0913
3,0,404.657,3711.58,1045.93,176.754,3725.67,1039.41,344.117,3954.57,1063.64,264.713,3956.38,1069.64,506.704,3763.24,887.112,460.172,3845.14,546.83,452.774,3817.78,380.571,456.482,3881.72,87.4817,394.517,3930.3,50.3717,434.378,3696.72,45.2463,100.461,3756.3,883.397,142.784,3845.48,559.563,128.295,3859.65,303.041,129.891,3905.77,92.6407,184.303,3949.61,48.2376,150.063,3703.61,48.0899
4,0,404.655,3711.54,1045.92,176.781,3725.65,1039.37,344.125,3954.53,1063.66,264.718,3956.34,1069.65,506.464,3762.97,887.008,460.161,3845.12,546.833,452.777,3817.76,380.582,456.452,3881.73,87.4971,394.507,3930.31,50.3809,434.368,3696.73,45.2496,100.459,3756.29,883.386,142.787,3845.49,559.557,128.293,3859.65,303.043,129.89,3905.78,92.6384,184.311,3949.61,48.2371,150.075,3703.61,48.0845
5,0,404.647,3711.52,1045.93,176.769,3725.62,1039.37,344.121,3954.51,1063.65,264.712,3956.32,1069.66,506.461,3762.94,887.013,460.175,3845.12,546.836,452.775,3817.76,380.581,456.451,3881.71,87.4695,394.276,3930.07,50.3433,434.382,3696.72,45.2597,100.451,3756.27,883.388,142.799,3845.49,559.561,128.283,3859.65,303.036,129.874,3905.79,92.6644,184.284,3949.6,48.2401,150.072,3703.61,48.0941
6,0,404.672,3711.49,1045.91,176.748,3725.6,1039.37,344.122,3954.47,1063.67,264.712,3956.29,1069.65,506.639,3763.13,887.124,460.181,3845.08,546.844,452.766,3817.75,380.568,456.456,3881.72,87.4859,394.515,3930.31,50.38,434.382,3696.72,45.2459,100.433,3756.23,883.382,142.779,3845.5,559.565,128.289,3859.68,303.043,129.909,3905.8,92.6471,184.301,3949.59,48.2229,150.07,3703.6,48.0826
7,0,404.591,3711.44,1045.92,176.738,3725.57,1039.36,344.126,3954.44,1063.67,264.714,3956.25,1069.67,506.379,3762.88,887.018,460.168,3845.07,546.835,452.768,3817.76,380.579,456.461,3881.71,87.4912,394.527,3930.3,50.3673,434.368,3696.73,45.2477,100.421,3756.21,883.386,142.792,3845.51,559.562,128.297,3859.66,303.043,129.89,3905.8,92.658,184.305,3949.58,48.2116,150.067,3703.61,48.0872
8,0,404.511,3711.34,1045.87,176.722,3725.56,1039.37,344.128,3954.42,1063.67,264.716,3956.22,1069.67,506.538,3763.01,887.078,460.164,3845.06,546.843,452.766,3817.74,380.563,456.464,3881.71,87.4834,394.519,3930.31,50.3745,434.375,3696.73,45.2501,100.419,3756.19,883.38,142.794,3845.5,559.548,128.297,3859.67,303.04,129.911,3905.79,92.6499,184.305,3949.58,48.218,150.071,3703.6,48.0886
9,0,404.614,3711.36,1045.88,176.709,3725.53,1039.36,344.133,3954.38,1063.67,264.725,3956.18,1069.68,506.627,3763.05,887.085,460.177,3845.04,546.858,452.759,3817.72,380.558,456.459,3881.74,87.5083,394.526,3930.3,50.3716,434.387,3696.73,45.2495,100.414,3756.17,883.371,142.794,3845.51,559.555,128.297,3859.68,303.051,129.917,3905.78,92.6405,184.301,3949.57,48.2153,150.075,3703.6,48.084
10,0,404.576,3711.32,1045.87,176.71,3725.51,1039.32,344.128,3954.36,1063.69,264.728,3956.16,1069.68,506.233,3762.64,886.936,460.183,3845.03,546.87,452.765,3817.73,380.564,456.476,3881.7,87.5058,394.522,3930.31,50.3798,434.375,3696.73,45.2341,100.394,3756.15,883.368,142.813,3845.51,559.561,128.31,3859.67,303.043,129.911,3905.79,92.6541,184.313,3949.55,48.1824,150.075,3703.61,48.0828
11,0,404.559,3711.27,1045.84,176.729,3725.49,1039.33,344.145,3954.31,1063.7,264.736,3956.11,1069.68,506.376,3762.72,886.992,460.164,3845.02,546.852,452.753,3817.72,380.559,456.442,3881.74,87.5192,394.525,3930.3,50.3705,434.374,3696.73,45.2403,100.409,3756.08,883.375,142.801,3845.51,559.553,128.298,3859.69,303.059,129.913,3905.81,92.6642,184.297,3949.57,48.1951,150.074,3703.61,48.0809
12,0,404.539,3711.24,1045.84,176.66,3725.45,1039.35,344.131,3954.3,1063.71,264.75,3956.07,1069.71,506.344,3762.69,887.017,460.188,3845.01,546.86,452.759,3817.7,380.557,456.461,3881.73,87.5103,394.521,3930.32,50.3647,434.374,3696.73,45.2347,100.401,3756.06,883.366,142.794,3845.51,559.558,128.305,3859.7,303.046,129.932,3905.77,92.6138,184.293,3949.57,48.2016,150.078,3703.6,48.0751
13,0,404.575,3711.2,1045.82,176.672,3725.43,1039.32,344.133,3954.26,1063.71,264.753,3956.03,1069.71,506.232,3762.57,886.947,460.186,3845,546.868,452.749,3817.69,380.54,456.469,3881.71,87.508,394.513,3930.32,50.3778,434.384,3696.73,45.2358,100.426,3756.01,883.355,142.801,3845.5,559.558,128.31,3859.68,303.044,129.931,3905.78,92.6341,184.31,3949.56,48.1937,150.085,3703.6,48.0729
14,0,404.446,3711.13,1045.83,176.649,3725.4,1039.33,344.138,3954.23,1063.73,264.762,3955.99,1069.71,506.305,3762.61,886.984,460.194,3844.98,546.874,452.763,3817.67,380.545,456.482,3881.73,87.5204,394.531,3930.31,50.3505,434.378,3696.72,45.2329,100.404,3756.01,883.357,142.808,3845.5,559.56,128.307,3859.69,303.046,129.944,3905.77,92.6159,184.305,3949.55,48.1832,150.066,3703.61,48.0818
15,0,404.489,3711.12,1045.82,176.646,3725.38,1039.32,344.149,3954.18,1063.72,264.766,3955.96,1069.71,506.316,3762.58,886.99,460.18,3844.96,546.864,452.738,3817.67,380.549,456.475,3881.71,87.5071,394.525,3930.31,50.3628,434.375,3696.73,45.2367,100.397,3755.98,883.353,142.798,3845.5,559.563,128.307,3859.71,303.038,129.927,3905.77,92.6208,184.293,3949.54,48.194,150.068,3703.62,48.0896
16,0,404.487,3711.11,1045.83,176.613,3725.36,1039.31,344.153,3954.14,1063.73,264.767,3955.94,1069.72,506.287,3762.58,886.979,460.18,3844.93,546.857,452.755,3817.64,380.553,456.46,3881.72,87.5267,394.524,3930.32,50.3658,434.381,3696.72,45.2278,100.39,3755.97,883.351,142.79,3845.5,559.562,128.303,3859.7,303.034,129.928,3905.78,92.6338,184.298,3949.55,48.1793,150.073,3703.62,48.0844
17,0,404.469,3711.06,1045.81,176.605,3725.34,1039.31,344.156,3954.11,1063.74,264.784,3955.89,1069.72,506.297,3762.53,886.985,460.169,3844.92,546.866,452.761,3817.64,380.56,456.454,3881.73,87.5271,394.522,3930.31,50.3624,434.376,3696.72,45.2313,100.404,3755.95,883.338,142.8,3845.49,559.556,128.303,3859.7,303.042,129.964,3905.76,92.5986,184.297,3949.56,48.1861,150.072,3703.62,48.0873
18,0,404.404,3711.04,1045.84,176.611,3725.33,1039.29,344.149,3954.08,1063.74,264.776,3955.87,1069.73,506.214,3762.45,886.932,460.19,3844.89,546.87,452.757,3817.63,380.544,456.467,3881.72,87.5138,394.402,3930.19,50.3561,434.372,3696.72,45.2379,100.386,3755.94,883.34,142.794,3845.48,559.555,128.299,3859.7,303.038,129.942,3905.76,92.6142,184.31,3949.54,48.1733,150.067,3703.62,48.0861
19,0,404.385,3710.96,1045.79,176.616,3725.29,1039.29,344.157,3954.05,1063.75,264.785,3955.83,1069.73,506.283,3762.47,886.966,460.181,3844.87,546.862,452.731,3817.61,380.548,456.473,3881.72,87.5292,394.525,3930.31,50.3671,434.376,3696.72,45.2319,100.376,3755.93,883.336,142.8,3845.47,559.556,128.31,3859.7,303.047,129.953,3905.77,92.6167,184.299,3949.56,48.1886,150.076,3703.62,48.079
20,0,404.382,3710.93,1045.79,176.617,3725.27,1039.27,344.17,3954,1063.76,264.801,3955.78,1069.74,506.22,3762.38,886.939,460.185,3844.86,546.854,452.744,3817.59,380.55,456.457,3881.71,87.5132,394.514,3930.32,50.3742,434.384,3696.72,45.2306,100.383,3755.91,883.326,142.804,3845.46,559.55,128.311,3859.68,303.038,129.939,3905.77,92.6271,184.292,3949.54,48.195,150.062,3703.61,48.0827
21,0,404.36,3710.89,1045.78,176.6,3725.23,1039.25,344.171,3953.96,1063.76,264.803,3955.74,1069.74,506.262,3762.41,886.945,460.179,3844.83,546.857,452.74,3817.58,380.554,456.46,3881.71,87.5194,394.526,3930.31,50.3633,434.363,3696.72,45.2363,100.382,3755.89,883.324,142.792,3845.45,559.556,128.303,3859.69,303.051,129.959,3905.77,92.6234,184.31,3949.55,48.187,150.076,3703.61,48.0851
22,0,404.371,3710.85,1045.77,176.598,3725.21,1039.27,344.188,3953.92,1063.77,264.812,3955.7,1069.74,506.232,3762.37,886.965,460.194,3844.82,546.875,452.749,3817.57,380.551,456.455,3881.72,87.5249,394.509,3930.29,50.3838,434.379,3696.72,45.2335,100.366,3755.86,883.327,142.79,3845.44,559.555,128.304,3859.66,303.032,129.951,3905.78,92.6361,184.305,3949.55,48.1878,150.073,3703.6,48.0788
23,0,404.364,3710.82,1045.76,176.562,3725.18,1039.26,344.181,3953.89,1063.78,264.811,3955.68,1069.75,506.206,3762.3,886.923,460.171,3844.79,546.851,452.752,3817.53,380.55,456.456,3881.74,87.5433,394.518,3930.31,50.3732,434.378,3696.72,45.24,100.376,3755.83,883.32,142.796,3845.43,559.549,128.301,3859.67,303.033,129.956,3905.77,92.6262,184.314,3949.55,48.1937,150.081,3703.61,48.0737
24,0,404.336,3710.79,1045.76,176.556,3725.15,1039.24,344.188,3953.86,1063.78,264.82,3955.64,1069.74,506.216,3762.31,886.949,460.17,3844.78,546.857,452.746,3817.54,380.548,456.452,3881.71,87.5404,394.521,3930.3,50.371,434.37,3696.71,45.2301,100.37,3755.8,883.311,142.788,3845.41,559.553,128.31,3859.66,303.035,129.94,3905.78,92.6333,184.316,3949.55,48.1947,150.082,3703.6,48.0788
25,0,404.342,3710.75,1045.74,176.567,3725.14,1039.25,344.192,3953.83,1063.79,264.809,3955.62,1069.73,506.224,3762.28,886.939,460.188,3844.75,546.851,452.744,3817.52,380.556,456.447,3881.71,87.5481,394.523,3930.31,50.3652,434.375,3696.71,45.2275,100.37,3755.78,883.304,142.787,3845.39,559.545,128.299,3859.64,303.039,129.958,3905.77,92.6206,184.299,3949.56,48.1948,150.09,3703.61,48.0765
26,0,404.354,3710.72,1045.73,176.553,3725.11,1039.22,344.204,3953.79,1063.79,264.825,3955.57,1069.75,506.213,3762.23,886.933,460.163,3844.73,546.844,452.743,3817.52,380.538,456.461,3881.71,87.5436,394.528,3930.31,50.3732,434.373,3696.7,45.2276,100.347,3755.77,883.289,142.794,3845.38,559.536,128.294,3859.64,303.033,129.933,3905.78,92.6298,184.306,3949.56,48.1955,150.082,3703.61,48.0797
27,0,404.339,3710.68,1045.73,176.55,3725.08,1039.2,344.19,3953.77,1063.78,264.833,3955.53,1069.75,506.214,3762.22,886.933,460.198,3844.73,546.856,452.732,3817.5,380.552,456.469,3881.71,87.55,394.518,3930.3,50.3905,434.363,3696.71,45.2317,100.347,3755.74,883.286,142.789,3845.37,559.537,128.303,3859.63,303.026,129.947,3905.78,92.6297,184.314,3949.57,48.1948,150.078,3703.61,48.0746
28,0,404.325,3710.65,1045.73,176.551,3725.04,1039.22,344.201,3953.73,1063.79,264.827,3955.5,1069.74,506.215,3762.17,886.918,460.187,3844.7,546.879,452.747,3817.48,380.543,456.462,3881.68,87.5302,394.507,3930.31,50.3817,434.364,3696.71,45.2251,100.337,3755.74,883.287,142.775,3845.35,559.543,128.283,3859.62,303.036,129.963,3905.77,92.6151,184.308,3949.55,48.1832,150.084,3703.61,48.0789
29,0,404.341,3710.64,1045.76,176.547,3725.02,1039.22,344.205,3953.7,1063.8,264.828,3955.46,1069.75,506.194,3762.14,886.908,460.163,3844.65,546.843,452.738,3817.45,380.543,456.474,3881.66,87.5219,394.528,3930.29,50.384,434.354,3696.71,45.2268,100.338,3755.7,883.278,142.781,3845.32,559.534,128.299,3859.61,303.027,129.955,3905.78,92.6455,184.31,3949.56,48.1945,150.075,3703.6,48.0782
30,0,404.295,3710.58,1045.72,176.532,3724.99,1039.21,344.199,3953.66,1063.79,264.827,3955.44,1069.74,506.199,3762.1,886.926,460.171,3844.66,546.851,452.755,3817.45,380.556,456.452,3881.69,87.5409,394.516,3930.28,50.3854,434.351,3696.71,45.2292,100.338,3755.66,883.274,142.773,3845.3,559.542,128.296,3859.58,303.029,129.919,3905.79,92.6646,184.313,3949.56,48.1935,150.082,3703.61,48.0783
31,0,404.286,3710.55,1045.72,176.541,3724.95,1039.19,344.21,3953.62,1063.8,264.822,3955.41,1069.75,506.196,3762.06,886.898,460.194,3844.64,546.882,452.747,3817.43,380.544,456.461,3881.7,87.5569,394.513,3930.28,50.3918,434.37,3696.69,45.2257,100.351,3755.63,883.274,142.788,3845.28,559.535,128.295,3859.56,303.026,129.961,3905.76,92.6315,184.314,3949.55,48.1843,150.083,3703.62,48.0818
