Trajectories
200
,,M4:LASI,,,M4:RASI,,,M4:LPSI,,,M4:RPSI,,,M4:LTHI,,,M4:LKNE,,,M4:LTIB,,,M4:LANK,,,M4:LHEE,,,M4:LTOE,,,M4:RTHI,,,M4:RKNE,,,M4:RTIB,,,M4:RANK,,,M4:RHEE,,,M4:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-453.218,4086.24,1061.23,-681.074,4109.6,1052.67,-504.878,4333.63,1082.63,-584.44,4337.67,1087.02,-354.75,4140.16,902.211,-409.893,4214.37,559.839,-431.785,4186.29,395.092,-434.92,4253.86,103.079,-487.545,4313.49,68.5438,-490.375,4075.91,62.6407,-748.295,4142.46,894.793,-690.137,4232.03,568.032,-690.78,4243.16,315.867,,,,-641.908,4090.85,62.1417,-628.198,4338.33,65.8479
2,0,-453.365,4086.4,1061.41,-681.088,4109.61,1052.65,-504.884,4333.61,1082.64,-584.443,4337.69,1087.05,-354.734,4139.99,902.179,-409.886,4214.39,559.837,-431.795,4186.29,395.095,-434.479,4253.76,103.252,-487.562,4313.5,68.5566,-490.375,4075.94,62.641,-748.303,4142.47,894.779,-690.143,4232.05,568.038,-690.791,4243.17,315.871,,,,-641.932,4090.84,62.128,-628.161,4338.33,65.8592
3,0,-453.365,4086.4,1061.37,-681.111,4109.6,1052.63,-504.888,4333.61,1082.65,-584.448,4337.65,1087.06,-355.52,4136.56,903.774,-409.888,4214.4,559.844,-431.771,4186.3,395.119,-434.93,4253.85,103.079,-487.6,4313.48,68.5422,-490.388,4075.93,62.6253,-748.347,4142.49,894.774,-690.162,4232.06,568.032,-690.739,4243.17,315.855,,,,-641.898,4090.84,62.1057,-629.77,4338.13,64.9244
4,0,-453.216,4086.24,1061.2,-681.077,4109.58,1052.63,-504.901,4333.61,1082.67,-584.456,4337.68,1087.08,-354.705,4140.08,902.241,-409.893,4214.41,559.836,-431.718,4186.26,395.025,-434.9,4253.85,103.103,-487.549,4313.48,68.5655,-490.385,4075.91,62.6486,-748.286,4142.47,894.774,-690.15,4232.06,568.026,-690.783,4243.18,315.865,,,,-641.914,4090.88,62.1257,-628.186,4338.35,65.816
5,0,-453.367,4086.39,1061.38,-681.108,4109.57,1052.64,-504.908,4333.61,1082.66,-584.476,4337.63,1087.06,-356.211,4136.34,903.861,-409.889,4214.43,559.839,-431.808,4186.29,395.051,-434.46,4253.76,103.255,-487.555,4313.48,68.5674,-490.379,4075.94,62.6213,-748.35,4142.5,894.756,-690.146,4232.07,568.02,-690.739,4243.19,315.845,,,,-641.875,4090.8,62.1637,-629.722,4338.11,64.9814
6,0,-453.358,4086.39,1061.38,-681.14,4109.55,1052.63,-504.921,4333.61,1082.68,-584.48,4337.66,1087.07,-356.064,4136.29,903.781,-409.891,4214.43,559.849,-431.799,4186.3,395.112,-434.89,4253.86,103.08,-487.596,4313.46,68.5421,-490.399,4075.91,62.6489,-748.319,4142.48,894.752,-690.133,4232.08,568.012,-690.775,4243.21,315.842,,,,-642.286,4090.96,62.1082,-629.732,4338.12,64.9586
7,0,-453.356,4086.39,1061.37,-681.118,4109.52,1052.64,-504.928,4333.6,1082.69,-584.489,4337.66,1087.07,-356.205,4136.39,903.85,-409.893,4214.46,559.848,-431.758,4186.31,395.089,-434.859,4253.86,103.098,-487.585,4313.46,68.5592,-490.389,4075.94,62.6107,-748.331,4142.49,894.75,-690.135,4232.09,568.004,-690.769,4243.22,315.834,,,,-642.214,4090.95,62.13,-628.429,4338.3,65.7384
8,0,-453.188,4086.28,1061.26,-681.144,4109.52,1052.66,-504.938,4333.61,1082.69,-584.504,4337.63,1087.09,-355.473,4136.55,903.693,-409.895,4214.45,559.836,-431.774,4186.32,395.06,-434.853,4253.88,103.114,-487.6,4313.47,68.568,-490.373,4075.92,62.6377,-748.331,4142.49,894.742,-690.156,4232.11,568.02,-690.781,4243.23,315.837,,,,-641.904,4090.86,62.1352,-628.471,4338.29,65.6833
9,0,-453.458,4086.41,1061.35,-681.134,4109.52,1052.63,-504.947,4333.61,1082.7,-584.513,4337.64,1087.1,-355.684,4136.7,903.775,-409.896,4214.46,559.839,-431.805,4186.35,395.091,-434.464,4253.78,103.257,-487.626,4313.47,68.5879,-490.368,4075.93,62.6338,-748.34,4142.5,894.739,-690.098,4232.1,567.995,-690.807,4243.25,315.848,,,,-642.192,4090.97,62.108,-629.859,4338.13,64.8189
