Trajectories
200
,,M1:LASI,,,M1:RASI,,,M1:LPSI,,,M1:RPSI,,,M1:LTHI,,,M1:LKNE,,,M1:LTIB,,,M1:LANK,,,M1:LHEE,,,M1:LTOE,,,M1:RTHI,,,M1:RKNE,,,M1:RTIB,,,M1:RANK,,,M1:RHEE,,,M1:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,418.314,3917.99,1012.33,154.738,3938.04,1028.06,357.589,4113.78,1061.14,249.697,4119.6,1067.93,467.051,3951,693.833,466.409,4038.69,504.313,473.144,4045.27,397.893,421.572,4113.15,82.5792,369.994,4157.65,55.3699,379.624,3929.38,44.6985,92.5119,4037.79,709.994,115.113,4011.05,539.195,97.1171,4099.86,379.875,131.555,4113.66,90.4337,182.132,4170.1,64.2542,181.684,3941.74,48.8828
2,0,418.383,3918.01,1012.33,154.701,3938.26,1027.97,357.637,4113.81,1061.14,249.748,4119.63,1067.92,466.993,3951.03,693.815,466.63,4038.72,504.437,473.172,4045.27,397.901,421.59,4113.15,82.5695,369.989,4157.65,55.374,379.636,3929.38,44.7033,92.526,4037.82,710.011,115.146,4011.06,539.192,97.1528,4099.86,379.883,131.547,4113.68,90.4565,182.141,4170.1,64.2547,181.665,3941.75,48.888
3,0,418.44,3918.05,1012.34,154.716,3938.13,1028.16,357.693,4113.84,1061.14,249.798,4119.66,1067.92,466.746,3951.38,693.858,466.48,4038.69,504.309,473.207,4045.28,397.902,421.597,4113.15,82.576,369.988,4157.66,55.3732,379.63,3929.38,44.6956,92.5849,4037.81,710.006,115.111,4011.03,539.13,97.1621,4099.88,379.883,131.562,4113.67,90.4567,182.136,4170.11,64.2611,181.666,3941.75,48.8839
4,0,418.491,3918.08,1012.33,154.762,3938.17,1028.18,357.744,4113.86,1061.13,249.848,4119.7,1067.91,466.768,3951.4,693.885,466.687,4038.61,504.33,473.218,4045.28,397.867,421.608,4113.16,82.5725,369.998,4157.65,55.3707,379.636,3929.38,44.698,92.5982,4037.84,710.017,115.153,4011.03,539.135,97.1931,4099.89,379.903,131.57,4113.66,90.449,182.27,4170.01,64.2173,181.665,3941.75,48.8902
5,0,418.538,3918.11,1012.35,154.808,3938.19,1028.2,357.79,4113.9,1061.12,249.908,4119.72,1067.91,466.772,3951.41,693.866,466.545,4038.7,504.303,473.25,4045.29,397.895,421.599,4113.15,82.5727,370.008,4157.64,55.3626,379.625,3929.38,44.7,92.637,4037.84,710.026,115.192,4011.05,539.152,97.2183,4099.9,379.904,131.573,4113.66,90.4424,182.262,4170.02,64.2252,181.73,3941.73,48.8092
6,0,418.595,3918.15,1012.36,154.975,3938.19,1028.14,357.853,4113.92,1061.11,249.958,4119.75,1067.9,467.133,3951.1,693.821,466.894,4038.63,504.448,473.244,4045.3,397.87,421.584,4113.15,82.5859,370.004,4157.64,55.3687,379.644,3929.37,44.696,92.666,4037.86,710.043,115.231,4011.06,539.169,97.2558,4099.92,379.904,131.579,4113.67,90.459,182.255,4170,64.2366,181.668,3941.75,48.8799
7,0,418.657,3918.17,1012.38,154.896,3938.26,1028.24,357.915,4113.95,1061.1,250.025,4119.78,1067.9,466.875,3951.45,693.88,466.634,4038.7,504.304,473.261,4045.3,397.872,421.593,4113.15,82.5995,370.013,4157.64,55.3578,379.701,3929.39,44.7726,92.7097,4037.86,710.05,115.253,4011.09,539.179,97.2796,4099.93,379.912,131.574,4113.68,90.4706,182.156,4170.07,64.2695,181.676,3941.74,48.8743
8,0,418.73,3918.19,1012.38,154.978,3938.27,1028.24,357.972,4113.99,1061.09,250.093,4119.81,1067.88,466.926,3951.45,693.854,466.684,4038.71,504.314,473.354,4045.3,397.899,421.596,4113.16,82.5977,370.009,4157.64,55.3654,379.627,3929.37,44.7023,92.7542,4037.87,710.047,115.293,4011.09,539.178,97.2967,4099.94,379.916,131.581,4113.68,90.4626,182.146,4170.07,64.264,181.663,3941.76,48.8774
9,0,418.778,3918.22,1012.4,154.998,3938.31,1028.26,358.029,4114.02,1061.07,250.147,4119.85,1067.87,466.862,3951.46,693.837,466.964,4038.64,504.418,473.355,4045.31,397.892,421.582,4113.15,82.5959,370.017,4157.64,55.3621,379.694,3929.38,44.752,92.7841,4037.91,710.056,115.313,4011.11,539.2,97.332,4099.94,379.922,131.596,4113.66,90.4496,182.159,4170.06,64.2649,181.667,3941.74,48.873
10,0,418.838,3918.24,1012.41,155.069,3938.34,1028.27,358.101,4114.05,1061.06,250.216,4119.89,1067.86,466.927,3951.47,693.844,466.99,4038.63,504.392,473.4,4045.31,397.896,421.575,4113.14,82.5942,370.027,4157.64,55.3624,379.638,3929.37,44.7064,92.8259,4037.92,710.06,115.359,4011.14,539.21,97.3523,4099.97,379.938,131.606,4113.65,90.4475,182.258,4170,64.2462,181.674,3941.74,48.8672
11,0,418.891,3918.26,1012.44,155.155,3938.36,1028.25,358.162,4114.09,1061.05,250.272,4119.92,1067.84,466.928,3951.48,693.844,466.93,4038.64,504.337,473.429,4045.31,397.891,421.568,4113.15,82.6004,370.053,4157.64,55.3572,379.628,3929.37,44.7084,92.8593,4037.96,710.068,115.394,4011.14,539.211,97.3775,4099.98,379.94,131.61,4113.66,90.4544,182.162,4170.06,64.2672,181.678,3941.75,48.8722
12,0,418.913,3918.3,1012.45,155.162,3938.41,1028.28,358.227,4114.13,1061.04,250.341,4119.96,1067.83,467.099,3951.46,693.875,467.045,4038.66,504.385,473.478,4045.32,397.894,421.577,4113.15,82.6181,370.043,4157.64,55.3571,379.634,3929.36,44.7063,93.0074,4037.84,710.014,115.431,4011.16,539.227,97.412,4099.98,379.943,131.605,4113.66,90.4637,182.161,4170.05,64.2638,181.713,3941.73,48.8102
