Trajectories
200
,,M1:LASI,,,M1:RASI,,,M1:LPSI,,,M1:RPSI,,,M1:LTHI,,,M1:LKNE,,,M1:LTIB,,,M1:LANK,,,M1:LHEE,,,M1:LTOE,,,M1:RTHI,,,M1:RKNE,,,M1:RTIB,,,M1:RANK,,,M1:RHEE,,,M1:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,408.421,3917.14,1014.21,144.226,3938.63,1031.12,349.437,4113.9,1062.23,241.669,4120.53,1069.22,459.618,3942.52,697.168,458.813,4022.97,505.436,465.64,4027.1,398.696,412.621,4086.25,82.1468,359.514,4128.42,55.3556,377.6,3900.92,44.9331,81.5324,4039.9,714.399,101.506,4010.15,543.965,92.2475,4093.37,377.103,131.574,4080.12,88.5335,189.525,4128.17,62.2748,159.727,3901.76,50.054
2,0,408.402,3917.13,1014.2,144.199,3938.6,1031.12,349.409,4113.88,1062.23,241.632,4120.52,1069.22,459.631,3942.51,697.17,458.666,4023.07,505.413,465.631,4027.12,398.689,412.629,4086.26,82.152,359.511,4128.43,55.3544,377.612,3900.92,44.9303,81.5158,4039.88,714.395,101.482,4010.14,543.963,92.3135,4093.29,377.034,131.576,4080.13,88.537,189.519,4128.17,62.2695,159.721,3901.76,50.0441
3,0,408.379,3917.13,1014.21,144.184,3938.58,1031.11,349.379,4113.87,1062.23,241.608,4120.5,1069.23,459.637,3942.52,697.179,458.603,4023.07,505.402,465.636,4027.11,398.702,412.74,4086.24,82.2267,359.502,4128.43,55.3577,377.676,3900.93,44.9716,81.4884,4039.97,714.32,101.466,4010.12,543.962,92.319,4093.27,377.038,131.587,4080.11,88.5277,189.527,4128.16,62.2735,159.739,3901.75,50.0043
4,0,408.38,3917.11,1014.2,144.145,3938.58,1031.11,349.347,4113.86,1062.23,241.577,4120.48,1069.22,459.565,3942.53,697.164,458.759,4022.98,505.435,465.617,4027.11,398.703,412.606,4086.25,82.1468,359.512,4128.43,55.3603,377.604,3900.92,44.9312,81.504,4039.82,714.38,101.462,4010.1,543.951,92.3095,4093.25,377.035,131.589,4080.12,88.5313,189.525,4128.16,62.2652,159.735,3901.75,50.0027
5,0,408.35,3917.11,1014.2,144.124,3938.56,1031.11,349.319,4113.84,1062.23,241.553,4120.47,1069.22,459.549,3942.53,697.179,458.637,4023.06,505.445,465.559,4027.1,398.685,412.703,4086.24,82.2306,359.499,4128.43,55.3649,377.65,3900.93,44.9717,81.4734,4039.7,714.52,101.454,4010.07,543.941,92.2955,4093.24,377.033,131.599,4080.11,88.5262,189.52,4128.16,62.2661,159.727,3901.76,50.0266
6,0,408.324,3917.1,1014.2,144.097,3938.53,1031.1,349.291,4113.83,1062.23,241.526,4120.46,1069.23,459.541,3942.51,697.177,458.601,4023.04,505.419,465.58,4027.11,398.718,412.689,4086.24,82.2442,359.495,4128.42,55.3568,377.608,3900.92,44.9342,81.4926,4039.79,714.375,101.446,4010.05,543.926,92.2908,4093.23,377.04,131.589,4080.11,88.5291,189.528,4128.15,62.2675,159.721,3901.76,50.0657
7,0,408.304,3917.09,1014.21,144.076,3938.52,1031.11,349.26,4113.82,1062.24,241.502,4120.45,1069.23,459.575,3942.5,697.198,458.605,4022.91,505.344,465.582,4027.09,398.719,412.596,4086.25,82.1823,359.502,4128.42,55.3677,377.621,3900.92,44.9261,81.5006,4039.77,714.374,101.42,4010.04,543.925,92.2784,4093.22,377.032,131.609,4080.09,88.5228,189.527,4128.15,62.2705,159.733,3901.75,50.0373
8,0,408.274,3917.07,1014.21,144.045,3938.51,1031.09,349.234,4113.8,1062.24,241.481,4120.43,1069.23,459.518,3942.51,697.174,458.698,4022.93,505.465,465.584,4027.06,398.733,412.582,4086.24,82.1839,359.5,4128.42,55.3633,377.615,3900.91,44.9287,81.4931,4039.75,714.364,101.403,4010.03,543.921,92.254,4093.23,377.043,131.607,4080.11,88.5208,189.535,4128.13,62.2618,159.748,3901.75,49.9729
9,0,408.253,3917.05,1014.2,143.994,3938.5,1031.1,349.21,4113.78,1062.25,241.452,4120.42,1069.24,459.502,3942.51,697.211,458.7,4022.91,505.462,465.525,4027.06,398.723,412.584,4086.24,82.2048,359.507,4128.42,55.366,377.618,3900.91,44.9308,81.4783,4039.75,714.369,101.381,4010.01,543.922,92.2622,4093.2,377.029,131.601,4080.11,88.5198,189.528,4128.13,62.2724,159.725,3901.75,50.0114
