Trajectories
200
,,F2:LASI,,,F2:RASI,,,F2:LPSI,,,F2:RPSI,,,F2:LTHI,,,F2:LKNE,,,F2:LTIB,,,F2:LANK,,,F2:LHEE,,,F2:LTOE,,,F2:RTHI,,,F2:RKNE,,,F2:RTIB,,,F2:RANK,,,F2:RHEE,,,F2:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,526.086,3962.91,955.136,280.538,3960.74,964.444,,,,363.426,4161.12,1012.33,,,,,,,560.259,4106.47,396.546,513.777,4109.77,76.0803,469.991,4159.48,41.2645,447.927,3951.23,39.8429,249.975,3982.66,655.274,243.763,4090.35,470.692,263.03,4066.71,311.647,274.242,4116.97,76.5688,318.388,4172.72,34.7803,328.092,3957.69,41.5474
2,0,526.079,3962.9,955.156,280.76,3960.85,964.395,,,,363.434,4161.1,1012.31,,,,,,,560.256,4106.47,396.551,514.872,4108.84,74.5988,469.998,4159.48,41.2587,447.922,3951.22,39.8288,247.145,3983,655.163,243.786,4090.32,470.664,262.956,4066.68,311.709,274.273,4116.97,76.5666,318.386,4172.72,34.7882,328.087,3957.69,41.5455
3,0,526.101,3962.92,955.159,280.558,3960.77,964.501,,,,363.464,4161.07,1012.3,,,,,,,560.263,4106.46,396.577,513.769,4109.78,76.1122,469.985,4159.49,41.2562,447.915,3951.23,39.8412,249.67,3982.76,655.175,243.841,4090.35,470.658,262.955,4066.69,311.696,274.253,4116.98,76.5699,318.389,4172.72,34.7796,328.079,3957.68,41.5409
4,0,526.065,3962.87,955.187,280.579,3960.73,964.459,,,,363.445,4161.1,1012.29,,,,,,,560.258,4106.46,396.569,515.021,4108.66,74.4661,469.993,4159.49,41.2574,447.916,3951.22,39.8346,247.172,3982.97,655.151,243.826,4090.31,470.675,262.993,4066.69,311.682,274.275,4116.97,76.5604,318.386,4172.73,34.7863,328.095,3957.67,41.5452
5,0,526.077,3962.83,955.19,280.66,3960.74,964.478,,,,363.477,4161.06,1012.3,,,,,,,560.263,4106.44,396.563,513.582,4109.39,75.9206,469.995,4159.48,41.2592,447.902,3951.22,39.8545,247.303,3983.01,655.166,243.827,4090.28,470.668,263,4066.68,311.672,274.257,4116.95,76.563,318.405,4172.71,34.7881,328.068,3957.67,41.5438
6,0,526.121,3962.83,955.182,280.77,3960.77,964.453,,,,363.498,4161.04,1012.28,,,,,,,560.254,4106.45,396.576,514.038,4109.28,77.9609,469.997,4159.48,41.2704,447.881,3951.22,39.8599,247.281,3982.97,655.165,243.857,4090.28,470.652,263.08,4066.68,311.633,274.255,4116.96,76.5866,318.409,4172.71,34.7851,328.074,3957.68,41.5434
7,0,526.085,3962.81,955.197,280.63,3960.7,964.523,,,,363.514,4161.02,1012.28,,,,,,,560.296,4106.42,396.573,513.728,4109.85,76.0897,469.997,4159.48,41.2623,447.868,3951.21,39.8694,249.902,3982.58,655.261,243.845,4090.28,470.691,263.137,4066.71,311.589,274.231,4116.98,76.6069,318.417,4172.71,34.7756,328.061,3957.67,41.5561
8,0,526.127,3962.74,955.189,280.963,3960.83,964.416,,,,363.541,4160.99,1012.27,,,,,,,560.311,4106.38,396.551,513.72,4109.8,76.2255,470.009,4159.47,41.2692,447.891,3951.21,39.885,249.864,3982.57,655.266,243.805,4090.25,470.691,263.06,4066.66,311.648,274.219,4116.95,76.5961,318.416,4172.7,34.7715,328.055,3957.67,41.5551
9,0,526.102,3962.77,955.204,280.475,3960.58,964.575,,,,363.538,4160.99,1012.27,,,,,,,560.302,4106.39,396.577,513.802,4109.77,76.1989,470.009,4159.48,41.2713,447.85,3951.2,39.896,249.559,3982.66,655.205,243.869,4090.23,470.667,263.152,4066.68,311.615,274.195,4116.95,76.5999,318.435,4172.7,34.7731,328.049,3957.67,41.5477
10,0,526.076,3962.69,955.244,280.734,3960.7,964.559,,,,363.571,4160.96,1012.27,,,,,,,560.32,4106.38,396.573,513.714,4109.75,76.2211,470.011,4159.47,41.2707,447.834,3951.19,39.9018,249.781,3982.56,655.268,243.809,4090.2,470.723,263.106,4066.64,311.641,274.183,4116.98,76.6266,318.449,4172.69,34.7752,328.045,3957.66,41.5469
11,0,526.09,3962.68,955.217,280.629,3960.63,964.521,,,,363.59,4160.94,1012.26,,,,,,,560.342,4106.37,396.578,513.741,4109.77,76.2771,470.002,4159.47,41.2682,447.833,3951.2,39.9089,249.538,3982.63,655.214,243.889,4090.24,470.684,263.218,4066.68,311.563,274.184,4116.98,76.6264,318.434,4172.7,34.7705,328.015,3957.66,41.5462
12,0,526.116,3962.66,955.238,280.597,3960.58,964.535,,,,363.606,4160.92,1012.27,,,,,,,560.379,4106.29,396.527,513.777,4109.77,76.2485,470.01,4159.47,41.2727,447.816,3951.19,39.9201,249.575,3982.59,655.218,243.846,4090.19,470.719,263.077,4066.64,311.678,274.172,4116.97,76.6242,318.45,4172.7,34.7714,328.025,3957.66,41.5532
13,0,526.155,3962.63,955.228,280.727,3960.65,964.525,,,,363.637,4160.88,1012.26,,,,,,,560.369,4106.3,396.534,513.305,4109.37,76.8626,470.015,4159.47,41.2719,447.79,3951.19,39.9323,249.784,3982.49,655.26,243.831,4090.16,470.728,263.18,4066.62,311.622,274.152,4116.97,76.6262,318.457,4172.69,34.7709,328.01,3957.67,41.5607
14,0,526.076,3962.1,955.34,280.811,3960.65,964.423,,,,363.644,4160.88,1012.24,,,,,,,560.359,4106.3,396.531,513.75,4109.73,76.2553,470.019,4159.47,41.2743,447.788,3951.18,39.9399,249.583,3982.54,655.299,243.869,4090.17,470.721,263.233,4066.64,311.581,274.155,4116.96,76.629,318.462,4172.69,34.7726,328.017,3957.66,41.5638
