Trajectories
200
,,F6:LASI,,,F6:RASI,,,F6:LPSI,,,F6:RPSI,,,F6:LTHI,,,F6:LKNE,,,F6:LTIB,,,F6:LANK,,,F6:LHEE,,,F6:LTOE,,,F6:RTHI,,,F6:RKNE,,,F6:RTIB,,,F6:RANK,,,F6:RHEE,,,F6:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-420.788,3782.98,942.462,-658.539,3798.16,940.791,-481.876,4003.83,977.415,-566.221,4007.27,980.023,-383.865,3811.53,675.479,-389.767,3904.54,491.326,-403.097,3904.46,344.069,-430.735,3957.58,87.7285,-469.974,4014.64,62.4613,-481.955,3792.34,60.7483,-681.95,3826.94,644.372,-681.589,3918.54,489.103,-649.509,3907.64,293.911,-636.329,3955.98,82.4079,-585.353,4017.82,63.6916,-612.251,3798.85,63.4859
2,0,-420.734,3782.99,942.45,-658.559,3798.18,940.835,-481.874,4003.81,977.401,-566.214,4007.28,980.009,-383.895,3811.51,675.489,-389.761,3904.54,491.326,-403.099,3904.48,344.045,-430.74,3957.58,87.725,-469.975,4014.63,62.4595,-481.967,3792.35,60.7445,-681.908,3826.92,644.339,-681.537,3918.48,489.09,-649.459,3907.61,293.901,-636.365,3955.97,82.4095,-585.359,4017.85,63.6919,-612.257,3798.86,63.4963
3,0,-420.728,3782.96,942.451,-658.555,3798.18,940.871,-481.869,4003.78,977.399,-566.204,4007.24,979.995,-383.86,3811.51,675.48,-389.741,3904.55,491.332,-403.138,3904.47,344.044,-430.746,3957.57,87.7182,-469.984,4014.64,62.4678,-481.986,3792.35,60.7434,-681.861,3826.89,644.339,-681.517,3918.45,489.068,-649.799,3907.02,294.541,-635.512,3956.59,81.7625,-585.328,4017.84,63.7141,-612.267,3798.83,63.4967
4,0,-420.727,3782.95,942.455,-658.463,3798.11,940.719,-481.858,4003.82,977.416,-566.199,4007.24,980,-383.849,3811.49,675.485,-389.744,3904.51,491.304,-403.087,3904.44,344.031,-430.749,3957.57,87.7073,-469.984,4014.63,62.4618,-481.985,3792.34,60.7446,-681.846,3826.85,644.326,-681.546,3918.43,489.091,-649.814,3907.01,294.536,-635.522,3956.58,81.7548,-585.328,4017.84,63.6698,-612.282,3798.85,63.5083
5,0,-420.713,3782.93,942.445,-658.538,3798.09,940.804,-481.844,4003.83,977.431,-566.185,4007.24,979.987,-383.809,3811.48,675.482,-389.739,3904.53,491.336,-403.091,3904.44,344.064,-430.749,3957.57,87.7214,-469.993,4014.66,62.4831,-481.96,3792.34,60.7574,-681.838,3826.85,644.335,-681.568,3918.41,489.103,-649.789,3906.99,294.531,-635.543,3956.61,81.7678,-585.308,4017.83,63.6833,-612.275,3798.85,63.5155
6,0,-420.692,3782.91,942.468,-658.548,3798.07,940.746,-481.842,4003.82,977.415,-566.177,4007.22,979.968,-383.816,3811.47,675.477,-389.741,3904.55,491.328,-403.083,3904.43,344.043,-430.764,3957.56,87.7122,-470.004,4014.65,62.4813,-481.968,3792.34,60.7543,-681.811,3826.77,644.342,-681.561,3918.38,489.105,-649.765,3906.98,294.513,-635.546,3956.57,81.7736,-585.32,4017.83,63.6796,-612.278,3798.88,63.5147
7,0,-420.66,3782.89,942.437,-658.466,3798.03,940.71,-481.83,4003.79,977.406,-566.172,4007.19,979.963,-383.812,3811.47,675.479,-389.729,3904.55,491.333,-403.096,3904.41,344.038,-430.776,3957.6,87.756,-470.001,4014.66,62.4896,-481.966,3792.33,60.7623,-681.859,3826.78,644.384,-681.52,3918.32,489.103,-649.742,3906.94,294.51,-635.546,3956.6,81.7655,-585.319,4017.86,63.7529,-612.22,3798.88,63.5067
8,0,-420.693,3782.88,942.448,-658.45,3798.02,940.676,-481.817,4003.78,977.42,-566.155,4007.16,979.974,-383.774,3811.46,675.477,-389.733,3904.52,491.331,-403.12,3904.4,344.074,-430.791,3957.65,87.7737,-470.017,4014.65,62.4836,-481.993,3792.34,60.7673,-681.836,3826.71,644.397,-681.573,3918.32,489.141,-649.723,3906.92,294.517,-635.562,3956.64,81.7881,-585.262,4017.89,63.7234,-612.23,3798.87,63.5086
9,0,-420.681,3782.87,942.423,-658.531,3798.05,940.718,-481.805,4003.78,977.414,-566.162,4007.18,979.962,-383.754,3811.44,675.472,-389.725,3904.5,491.331,-403.099,3904.39,344.056,-430.8,3957.6,87.7341,-470.031,4014.65,62.4756,-481.976,3792.34,60.7532,-681.787,3826.69,644.352,-681.614,3918.31,489.176,-649.761,3906.93,294.527,-635.555,3956.63,81.7829,-585.301,4017.85,63.7071,-612.236,3798.89,63.5104
