Trajectories
200
,,M1:LASI,,,M1:RASI,,,M1:LPSI,,,M1:RPSI,,,M1:LTHI,,,M1:LKNE,,,M1:LTIB,,,M1:LANK,,,M1:LHEE,,,M1:LTOE,,,M1:RTHI,,,M1:RKNE,,,M1:RTIB,,,M1:RANK,,,M1:RHEE,,,M1:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-452.078,3940.67,1030.71,-715.443,3957.7,1043.14,-511.886,4136.84,1078.99,-619.311,4143.05,1085.43,-410.362,3963.17,710.35,-414.216,4042.51,518.767,-411.049,4045.13,412.109,-469.278,4107.92,97.2329,-515.803,4155.88,71.7617,-527.698,3927.9,61.1844,-768.763,4059.96,724.805,-744.193,4028.58,554.914,-750.145,4113.65,390.244,-704.763,4104.96,104.487,-643.277,4159.71,79.0076,-667.29,3932.59,64.0267
2,0,-451.991,3940.59,1030.8,-715.358,3957.61,1043.16,-511.819,4136.76,1078.99,-619.248,4142.97,1085.44,-410.318,3963.09,710.312,-414.167,4042.49,518.756,-411,4045.09,412.078,-469.274,4107.92,97.2413,-515.789,4155.89,71.7645,-527.731,3927.9,61.176,-768.709,4059.91,724.811,-744.213,4028.55,554.897,-750.131,4113.62,390.246,-704.936,4104.65,104.569,-643.302,4159.71,79.0165,-667.3,3932.6,64.0174
3,0,-451.679,3940.37,1030.58,-715.327,3957.57,1043.14,-511.758,4136.66,1079,-619.173,4142.9,1085.45,-410.28,3963.04,710.301,-414.125,4042.44,518.739,-410.941,4045.07,412.088,-469.268,4107.93,97.2406,-515.782,4155.9,71.7597,-527.735,3927.91,61.1707,-768.664,4059.86,724.817,-744.06,4028.39,554.754,-750.117,4113.6,390.244,-704.787,4104.8,104.561,-643.299,4159.71,79.0095,-667.289,3932.6,64.0223
4,0,-451.73,3940.36,1030.69,-715.216,3957.49,1043.13,-511.688,4136.59,1079,-619.106,4142.83,1085.46,-410.256,3963.01,710.293,-414.068,4042.43,518.74,-410.869,4045.07,412.087,-469.252,4107.9,97.2085,-515.818,4155.9,71.7431,-527.716,3927.9,61.1774,-768.603,4059.81,724.813,-744.028,4028.37,554.751,-750.108,4113.58,390.243,-705.672,4103.98,105.37,-643.313,4159.72,79.0046,-667.289,3932.59,64.0106
5,0,-451.863,3940.29,1030.74,-715.354,3957.22,1043,-511.626,4136.52,1079.01,-619.025,4142.76,1085.48,-410.193,3962.94,710.26,-414.026,4042.39,518.727,-410.746,4044.7,411.922,-469.246,4107.9,97.2054,-515.786,4155.89,71.7529,-527.729,3927.92,61.1879,-768.542,4059.77,724.82,-743.991,4028.35,554.768,-750.098,4113.56,390.249,-704.819,4104.9,104.567,-643.361,4159.7,78.9619,-667.276,3932.6,64.0316
6,0,-451.658,3940.18,1030.72,-715.122,3957.41,1043.17,-511.56,4136.44,1079.02,-618.956,4142.71,1085.49,-410.193,3962.88,710.252,-413.991,4042.37,518.718,-410.669,4044.69,411.931,-469.258,4107.9,97.2018,-515.812,4155.91,71.7529,-527.727,3927.91,61.1781,-768.467,4059.72,724.823,-743.936,4028.33,554.77,-750.078,4113.55,390.247,-705.019,4104.6,104.801,-643.35,4159.72,78.9744,-667.298,3932.6,64.0146
7,0,-451.717,3940.07,1030.8,-715.068,3957.36,1043.17,-511.479,4136.37,1079.02,-618.885,4142.63,1085.49,-410.129,3962.83,710.221,-413.965,4042.33,518.705,-410.686,4044.73,411.915,-469.252,4107.9,97.1925,-515.775,4155.9,71.7664,-527.751,3927.93,61.178,-768.41,4059.69,724.829,-744.078,4028.45,554.927,-750.079,4113.54,390.265,-704.984,4104.71,104.759,-643.384,4159.72,78.9511,-667.27,3932.59,64.0172
8,0,-451.537,3939.91,1030.71,-715.041,3957.35,1043.16,-511.408,4136.31,1079.03,-618.822,4142.57,1085.5,-410.101,3962.79,710.21,-413.912,4042.31,518.698,-410.79,4045.02,412.019,-469.224,4107.9,97.2018,-515.784,4155.88,71.7677,-527.764,3927.91,61.1826,-768.35,4059.67,724.834,-743.872,4028.29,554.77,-750.066,4113.55,390.277,-705.063,4104.6,104.875,-643.408,4159.72,78.9537,-667.284,3932.6,64.0223
9,0,-451.479,3939.76,1030.69,-714.951,3957.29,1043.19,-511.342,4136.24,1079.04,-618.762,4142.51,1085.51,-410.046,3962.76,710.218,-413.877,4042.29,518.706,-410.587,4044.72,411.934,-469.224,4107.91,97.2147,-515.76,4155.88,71.7799,-527.774,3927.94,61.1826,-768.254,4059.64,724.875,-743.09,4029.45,555.212,-750.047,4113.55,390.292,-705.055,4104.6,104.821,-643.475,4159.7,78.8929,-667.329,3932.6,64.0058
10,0,-451.522,3939.69,1030.75,-714.91,3957.25,1043.18,-511.276,4136.17,1079.05,-618.7,4142.46,1085.52,-410.008,3962.71,710.193,-413.856,4042.27,518.7,-410.582,4044.73,411.927,-469.217,4107.9,97.1974,-515.761,4155.88,71.7886,-527.76,3927.93,61.1823,-768.189,4059.63,724.885,-743.065,4029.42,555.203,-750.027,4113.56,390.308,-705.882,4103.66,105.743,-643.43,4159.72,78.9116,-667.295,3932.62,64.0212
11,0,-451.468,3939.52,1030.78,-714.853,3957.2,1043.2,-511.21,4136.11,1079.06,-618.636,4142.4,1085.53,-409.989,3962.66,710.161,-413.81,4042.24,518.692,-410.594,4044.73,411.908,-469.22,4107.9,97.1999,-515.774,4155.88,71.7891,-527.761,3927.93,61.171,-768.162,4059.6,724.868,-743.064,4029.43,555.248,-750.006,4113.57,390.326,-705.215,4104.45,105.067,-643.479,4159.7,78.893,-667.318,3932.63,64.0214
12,0,-451.436,3939.39,1030.77,-714.797,3957.17,1043.2,-511.149,4136.05,1079.07,-618.57,4142.33,1085.54,-409.957,3962.63,710.168,-413.791,4042.22,518.693,-410.53,4044.73,411.93,-469.21,4107.9,97.1924,-515.77,4155.88,71.7986,-527.764,3927.92,61.191,-768.077,4059.59,724.901,-743.839,4028.47,555.04,-749.977,4113.59,390.341,-706.089,4103.46,105.877,-643.51,4159.72,78.8636,-667.318,3932.65,64.0331
13,0,-451.371,3939.28,1030.81,-715.1,3957.37,1043.42,-511.096,4135.97,1079.07,-618.5,4142.26,1085.55,-409.927,3962.58,710.121,-413.76,4042.2,518.675,-410.539,4044.72,411.902,-469.208,4107.89,97.188,-515.746,4155.87,71.8096,-527.768,3927.93,61.1727,-768.047,4059.57,724.887,-743.715,4028.35,554.874,-749.948,4113.6,390.358,-705.178,4104.74,104.889,-643.529,4159.72,78.8802,-667.302,3932.64,64.0314
14,0,-451.4,3939.18,1030.83,-714.74,3957.15,1043.26,-511.031,4135.91,1079.09,-618.434,4142.2,1085.56,-409.889,3962.56,710.126,-413.711,4042.18,518.681,-410.511,4044.71,411.898,-469.208,4107.9,97.1851,-515.777,4155.88,71.8045,-527.817,3927.96,61.173,-768,4059.55,724.899,-742.977,4029.38,555.237,-749.969,4113.66,390.423,-705.192,4104.43,105.07,-643.537,4159.71,78.8558,-667.355,3932.63,64.0071
15,0,-451.416,3939.11,1030.84,-715.335,3957.1,1043.29,-510.965,4135.85,1079.1,-618.367,4142.14,1085.57,-409.848,3962.53,710.114,-413.684,4042.17,518.673,-410.475,4044.68,411.891,-469.192,4107.89,97.1778,-515.771,4155.87,71.7972,-527.795,3927.95,61.1784,-767.895,4059.53,724.923,-743.646,4028.36,554.897,-749.894,4113.63,390.39,-705.287,4104.4,105.108,-643.513,4159.72,78.8375,-667.316,3932.65,64.0317
16,0,-451.365,3939.03,1030.91,-714.909,3957.26,1043.49,-510.904,4135.8,1079.11,-618.298,4142.08,1085.58,-409.79,3962.48,710.086,-413.642,4042.14,518.665,-410.475,4044.69,411.878,-469.188,4107.89,97.175,-515.768,4155.86,71.8068,-527.809,3927.95,61.1671,-767.876,4059.51,724.909,-743.602,4028.37,554.899,-749.889,4113.67,390.437,-705.35,4104.24,105.297,-643.563,4159.7,78.8073,-667.332,3932.65,64.0337
