Trajectories
200
,,F2:LASI,,,F2:RASI,,,F2:LPSI,,,F2:RPSI,,,F2:LTHI,,,F2:LKNE,,,F2:LTIB,,,F2:LANK,,,F2:LHEE,,,F2:LTOE,,,F2:RTHI,,,F2:RKNE,,,F2:RTIB,,,F2:RANK,,,F2:RHEE,,,F2:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-471.539,3769.82,978.363,-715.518,3761.14,987.11,-557.046,3969.45,1034.97,,,,-416.367,3866.44,698.649,-445.409,3876.48,511.476,-447.08,3908.94,419.535,-486.621,3920.83,99.6217,-533.348,3972.03,62.8913,-546.789,3761.43,61.3589,-743.214,3781.25,674.984,-755.024,3884.55,490.676,-733.571,3860.39,332.837,-728.423,3904.73,98.3154,-689.446,3966.26,57.4056,-658.579,3753.42,63.7679
2,0,-471.667,3769.78,978.436,-715.526,3761.15,987.16,-553.429,3968.7,1035.66,,,,-416.393,3866.44,698.646,-445.449,3876.51,511.486,-447.093,3908.98,419.545,-486.634,3920.84,99.6118,-533.36,3972.04,62.8902,-546.796,3761.42,61.3552,-743.178,3781.16,675.132,-755.666,3883.86,491.694,-733.633,3860.37,332.907,-728.415,3904.75,98.3418,-689.466,3966.33,57.43,-658.584,3753.42,63.7707
3,0,-471.691,3769.77,978.405,-715.538,3761.13,987.171,-553.438,3968.66,1035.64,,,,-416.415,3866.41,698.649,-445.458,3876.52,511.479,-447.112,3909,419.548,-486.647,3920.83,99.6061,-533.362,3972.04,62.8993,-546.8,3761.43,61.3577,-743.438,3781.47,674.729,-755.255,3884.15,491.358,-733.716,3860.32,332.956,-728.423,3904.73,98.3161,-689.456,3966.3,57.4112,-658.599,3753.43,63.7811
4,0,-471.793,3769.74,978.385,-715.543,3761.14,987.151,-553.451,3968.64,1035.64,,,,-416.437,3866.39,698.655,-445.48,3876.54,511.495,-447.125,3909.01,419.543,-486.647,3920.84,99.6176,-533.35,3972.03,62.8899,-546.802,3761.43,61.359,-743.277,3781.29,674.993,-755.482,3884.12,491.437,-733.735,3860.31,332.978,-728.438,3904.77,98.3388,-689.465,3966.3,57.4106,-658.611,3753.42,63.7621
5,0,-471.819,3769.66,978.432,-715.661,3761.15,987.151,-553.458,3968.69,1035.64,,,,-416.461,3866.35,698.658,-445.525,3876.54,511.502,-447.182,3908.88,419.359,-486.654,3920.85,99.6371,-533.367,3972.03,62.887,-546.774,3761.42,61.3665,-743.488,3781.22,675.022,-755.756,3883.86,491.8,-734.871,3855.56,337.888,-728.44,3904.73,98.3137,-689.482,3966.26,57.4038,-658.632,3753.44,63.7655
6,0,-471.875,3769.6,978.451,-715.811,3761.2,987.18,-553.447,3968.75,1035.65,,,,-416.478,3866.31,698.672,-445.545,3876.54,511.512,-447.15,3908.99,419.559,-486.664,3920.85,99.6558,-533.359,3972.01,62.8889,-546.752,3761.41,61.3692,-743.503,3781.17,675.073,-755.48,3884.33,491.163,-734.873,3855.57,337.855,-728.45,3904.7,98.2769,-689.474,3966.23,57.3928,-658.623,3753.43,63.7634
7,0,-472.518,3768.24,979.391,-715.709,3761.17,987.223,-553.438,3968.77,1035.66,,,,-416.501,3866.25,698.666,-445.587,3876.53,511.522,-447.152,3908.99,419.565,-486.661,3920.85,99.6613,-533.357,3972.01,62.8804,-546.768,3761.43,61.381,-743.486,3781.11,675.149,-755.682,3884.06,491.546,-735.177,3855.77,337.786,-728.441,3904.72,98.2907,-689.51,3966.2,57.3664,-658.595,3753.41,63.7648
8,0,-472.5,3768.29,979.297,-715.723,3761.25,987.424,-553.418,3968.85,1035.68,,,,-416.626,3866.18,698.727,-445.595,3876.52,511.529,-447.163,3908.97,419.57,-486.694,3920.85,99.6701,-533.38,3972.02,62.8989,-546.742,3761.43,61.3973,-743.541,3780.99,675.221,-755.362,3884.4,491.086,-734.913,3855.6,337.812,-728.471,3904.64,98.2211,-689.505,3966.14,57.3501,-658.633,3753.44,63.7785
9,0,-472.488,3768.36,979.192,-715.965,3761.19,987.395,-553.414,3968.86,1035.68,,,,-416.629,3866.12,698.725,-445.616,3876.5,511.534,-447.159,3908.94,419.581,-486.688,3920.85,99.6766,-533.373,3972,62.8905,-546.743,3761.43,61.3954,-743.603,3781.05,675.192,-755.336,3884.53,490.854,-734.938,3855.59,337.833,-728.473,3904.71,98.2699,-689.521,3966.07,57.3148,-658.591,3753.41,63.7704
10,0,-472.563,3768.3,979.268,-715.999,3761.28,987.421,-553.382,3968.95,1035.7,,,,-416.638,3866.06,698.739,-445.636,3876.46,511.537,-447.16,3908.91,419.586,-486.695,3920.84,99.6773,-533.353,3971.97,62.8806,-546.733,3761.42,61.4071,-743.607,3780.91,675.347,-755.411,3884.56,490.969,-734.99,3855.58,337.854,-728.457,3904.73,98.2947,-689.516,3966.08,57.3225,-658.582,3753.37,63.7665
11,0,-472.647,3768.16,979.332,-715.935,3761.23,987.284,-557.345,3968.9,1034.53,,,,-416.633,3866,698.748,-445.641,3876.42,511.543,-447.173,3908.87,419.589,-486.72,3920.84,99.6836,-533.367,3972.01,62.8906,-546.722,3761.42,61.4134,-743.777,3780.99,675.333,-755.755,3884.09,491.604,-735.037,3855.59,337.901,-728.483,3904.7,98.2536,-689.541,3966.03,57.2879,-658.571,3753.35,63.7556
12,0,-472.66,3768.07,979.352,-716.113,3761.17,987.152,-553.344,3969.09,1035.72,,,,-416.647,3865.94,698.759,-445.639,3876.38,511.549,-447.17,3908.82,419.59,-486.716,3920.83,99.6844,-533.365,3972,62.8967,-546.724,3761.41,61.4112,-743.785,3781.01,675.317,-755.409,3884.53,490.944,-734.995,3855.58,337.905,-728.484,3904.69,98.2387,-689.549,3966.03,57.2825,-658.587,3753.38,63.7596
13,0,-472.796,3767.96,979.42,-716.195,3761.32,987.401,-557.261,3968.92,1034.54,,,,-416.657,3865.86,698.757,-445.677,3876.33,511.546,-447.183,3908.79,419.582,-486.726,3920.84,99.6962,-533.368,3972,62.893,-546.727,3761.41,61.4257,-743.849,3780.99,675.295,-755.505,3884.49,491.045,-735.111,3855.6,337.955,-728.513,3904.71,98.2371,-689.559,3966,57.2666,-658.576,3753.38,63.7723
14,0,-472.773,3767.85,979.463,-716.174,3761.38,987.41,-553.479,3969.04,1035.74,,,,-416.615,3865.75,698.712,-445.683,3876.29,511.544,-447.201,3908.75,419.59,-486.716,3920.83,99.7059,-533.374,3971.99,62.9,-546.74,3761.42,61.4149,-743.792,3780.95,675.44,-755.357,3884.76,490.709,-735.084,3855.59,337.973,-728.505,3904.7,98.2361,-689.547,3965.95,57.2492,-658.579,3753.37,63.7713
15,0,-472.967,3767.77,979.432,-716.296,3761.4,987.393,-553.485,3968.97,1035.72,,,,-416.631,3865.65,698.709,-445.717,3876.21,511.537,-447.195,3908.71,419.595,-486.723,3920.82,99.7042,-533.373,3971.97,62.8926,-546.746,3761.41,61.4155,-743.872,3780.88,675.475,-755.39,3884.63,490.891,-735.067,3855.59,338.021,-728.532,3904.69,98.2154,-689.567,3965.95,57.2415,-658.596,3753.38,63.7655
16,0,-473.061,3767.61,979.555,-716.308,3761.46,987.322,-556.757,3969.12,1034.89,,,,-416.642,3865.54,698.706,-445.731,3876.16,511.528,-447.212,3908.67,419.596,-486.714,3920.82,99.7067,-533.367,3971.97,62.8927,-546.731,3761.42,61.4283,-743.894,3781.02,675.414,-755.308,3884.78,490.674,-735.096,3855.61,338.038,-728.505,3904.71,98.2387,-689.559,3965.95,57.2458,-658.631,3753.42,63.7763
