Trajectories
200
,,M6:LASI,,,M6:RASI,,,M6:LPSI,,,M6:RPSI,,,M6:LTHI,,,M6:LKNE,,,M6:LTIB,,,M6:LANK,,,M6:LHEE,,,M6:LTOE,,,M6:RTHI,,,M6:RKNE,,,M6:RTIB,,,M6:RANK,,,M6:RHEE,,,M6:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,480.722,3763.58,1112.31,219.46,3751.5,1106.82,382.584,3974.29,1175.85,300.901,3967.38,1178.34,534.397,3907.14,792.282,519.118,3901.33,559.879,539.783,3933.11,407.801,530.26,3955.37,85.647,471.287,4013.91,64.0853,517.225,3774.71,44.7258,129.03,3895.01,852.035,146.179,3878.02,580.782,121.216,3941.68,406.08,137.289,3948.24,94.0256,184.486,4001.01,60.5419,187.271,3756.1,53.1803
2,0,480.746,3763.57,1112.29,219.46,3751.49,1106.83,382.563,3974.26,1175.86,300.88,3967.35,1178.35,534.385,3907.14,792.28,519.102,3901.33,559.878,539.763,3933.11,407.799,530.254,3955.38,85.6203,471.284,4013.94,64.0861,517.236,3774.73,44.7357,129.053,3894.94,852.006,146.176,3878.05,580.793,121.178,3941.66,406.125,137.094,3948.34,94.1524,184.452,4001.01,60.5175,187.27,3756.06,53.1793
3,0,480.735,3763.55,1112.3,218.321,3750.33,1107.55,382.551,3974.25,1175.87,300.861,3967.34,1178.36,534.364,3907.14,792.292,519.09,3901.34,559.876,539.762,3933.13,407.817,530.301,3955.36,85.6468,471.289,4013.93,64.0894,517.267,3774.68,44.7682,129.025,3894.96,852.035,146.159,3878.06,580.789,121.079,3941.55,406.371,137.08,3948.27,94.1161,184.453,4001,60.5141,187.283,3756.06,53.2014
4,0,480.683,3763.55,1112.3,218.265,3750.28,1107.58,382.515,3974.22,1175.88,300.847,3967.32,1178.38,534.35,3907.12,792.289,519.091,3901.35,559.891,539.759,3933.13,407.812,530.317,3955.33,85.6362,471.293,4013.91,64.084,517.25,3774.68,44.7388,128.978,3895,852.078,146.129,3878.08,580.797,121.08,3941.55,406.377,137.058,3948.29,94.126,184.46,4001.04,60.5513,187.265,3756.07,53.2044
5,0,480.653,3763.54,1112.31,218.296,3750.28,1107.57,382.489,3974.2,1175.88,300.812,3967.31,1178.37,534.336,3907.13,792.296,519.055,3901.35,559.888,539.743,3933.14,407.812,530.304,3955.34,85.6477,471.288,4013.93,64.0925,517.266,3774.71,44.7639,129.016,3894.92,852.06,146.118,3878.07,580.799,121.078,3941.59,406.385,137.266,3948.22,94.0179,184.452,4001.01,60.5316,187.29,3756.11,53.2319
6,0,480.608,3763.53,1112.33,218.31,3750.33,1107.53,382.464,3974.19,1175.89,300.794,3967.3,1178.38,534.328,3907.1,792.292,519.049,3901.37,559.905,539.704,3933.16,407.811,530.252,3955.41,85.6436,471.294,4013.94,64.0981,517.256,3774.7,44.7601,128.99,3894.91,852.087,146.101,3878.1,580.823,121.041,3941.6,406.396,137.265,3948.26,94.0509,184.466,4001.01,60.5386,187.247,3756.09,53.2101
7,0,480.564,3763.54,1112.33,218.304,3750.29,1107.56,382.448,3974.17,1175.9,300.78,3967.26,1178.4,534.326,3907.1,792.29,519.023,3901.37,559.903,539.697,3933.17,407.813,530.258,3955.41,85.6661,471.289,4013.94,64.1043,517.216,3774.69,44.7437,128.982,3894.88,852.069,146.098,3878.14,580.844,121.023,3941.62,406.413,137.071,3948.23,94.1089,184.457,4001.02,60.5454,187.276,3756.03,53.194
8,0,480.55,3763.51,1112.34,218.293,3750.22,1107.61,382.414,3974.15,1175.9,300.746,3967.25,1178.41,534.313,3907.09,792.298,518.998,3901.38,559.908,539.656,3933.17,407.801,530.269,3955.38,85.6195,471.287,4013.94,64.0925,517.79,3774.51,45.1343,128.957,3894.87,852.063,146.078,3878.18,580.855,121.029,3941.64,406.42,137.068,3948.3,94.1598,184.436,4001.06,60.5562,187.263,3756.07,53.2082
9,0,480.541,3763.51,1112.36,218.205,3750.19,1107.62,382.392,3974.13,1175.91,300.717,3967.24,1178.4,534.306,3907.08,792.291,518.974,3901.38,559.907,539.634,3933.18,407.801,530.255,3955.39,85.649,471.272,4013.96,64.1078,517.367,3774.67,44.8449,128.925,3894.86,852.069,146.067,3878.21,580.853,121.006,3941.67,406.437,137.054,3948.3,94.1536,184.48,4001.01,60.5399,187.23,3756.06,53.205
