Trajectories
200
,,M6:LASI,,,M6:RASI,,,M6:LPSI,,,M6:RPSI,,,M6:LTHI,,,M6:LKNE,,,M6:LTIB,,,M6:LANK,,,M6:LHEE,,,M6:LTOE,,,M6:RTHI,,,M6:RKNE,,,M6:RTIB,,,M6:RANK,,,M6:RHEE,,,M6:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,481.158,3741.97,1111.28,218.316,3723.72,1106.51,377.564,3949.04,1173.69,295.237,3941.29,1176.87,532.258,3886.12,791.793,515.889,3886.86,559.831,536.839,3920.31,408.338,529.11,3945.45,85.2415,472.874,4006.64,64.1788,507.16,3765.5,44.789,126.647,3870.18,852.217,144.394,3865.52,580.061,117.878,3930.55,406.992,134.266,3940.31,94.9231,180.087,3995.32,62.2,191.592,3750.96,52.4528
2,0,481.08,3741.97,1111.33,218.295,3723.74,1106.52,377.557,3949.04,1173.68,295.244,3941.28,1176.87,532.255,3886.11,791.797,515.898,3886.84,559.826,536.827,3920.3,408.331,529.106,3945.46,85.2358,472.887,4006.64,64.1759,507.172,3765.47,44.7827,126.637,3870.67,852.408,144.371,3865.52,580.054,118.142,3930.58,407.078,135.226,3940.23,94.7372,180.089,3995.35,62.2038,191.523,3751.05,52.4804
3,0,480.205,3739.94,1112.39,217.497,3722.83,1107.24,377.558,3949.05,1173.68,295.244,3941.28,1176.88,532.259,3886.09,791.79,515.893,3886.84,559.817,536.814,3920.29,408.319,529.152,3945.41,85.2619,472.886,4006.63,64.1712,507.173,3765.49,44.7747,126.634,3870.66,852.404,144.387,3865.5,580.047,118.258,3930.49,407.09,135.248,3940.24,94.738,180.092,3995.38,62.2205,191.556,3751.03,52.4703
4,0,480.17,3739.97,1112.4,217.509,3722.83,1107.23,377.565,3949.05,1173.68,295.237,3941.29,1176.88,532.268,3886.07,791.79,515.898,3886.84,559.816,536.828,3920.29,408.328,529.11,3945.43,85.2527,472.887,4006.63,64.1856,507.148,3765.48,44.7622,126.625,3870.21,852.204,144.39,3865.47,580.05,118.08,3930.5,407.157,135.235,3940.19,94.7182,180.064,3995.33,62.1872,191.579,3750.96,52.459
5,0,480.224,3740,1112.38,217.553,3722.86,1107.22,377.562,3949.06,1173.69,295.236,3941.3,1176.88,532.275,3886.05,791.771,515.878,3886.83,559.83,536.841,3920.29,408.321,526.786,3947.35,84.3553,472.884,4006.63,64.1624,507.149,3765.49,44.768,126.611,3870.25,852.223,144.386,3865.5,580.049,118.248,3930.52,407.096,135.241,3940.17,94.7097,180.075,3995.34,62.1814,191.537,3751.03,52.4527
6,0,480.187,3740.02,1112.4,217.588,3722.93,1107.18,377.56,3949.07,1173.69,295.238,3941.3,1176.89,532.285,3886.05,791.769,515.881,3886.83,559.831,536.79,3920.29,408.304,526.812,3947.35,84.3558,472.873,4006.65,64.1856,507.142,3765.52,44.7617,126.613,3870.68,852.401,144.366,3865.5,580.064,118.219,3930.49,407.107,135.219,3940.19,94.7332,180.092,3995.33,62.1931,191.572,3750.98,52.4543
7,0,480.157,3740.03,1112.42,217.554,3722.89,1107.21,377.552,3949.08,1173.69,295.227,3941.31,1176.89,532.302,3886.04,791.774,515.861,3886.82,559.828,536.815,3920.29,408.317,526.802,3947.34,84.3394,472.887,4006.65,64.1825,507.148,3765.52,44.7637,126.598,3870.69,852.401,144.374,3865.46,580.054,118.206,3930.52,407.127,135.262,3940.18,94.722,180.099,3995.37,62.2016,191.547,3751.01,52.4657
8,0,480.183,3740.01,1112.43,217.528,3722.9,1107.24,377.545,3949.08,1173.69,295.222,3941.32,1176.88,532.299,3886.03,791.773,515.858,3886.82,559.835,536.801,3920.28,408.299,526.802,3947.32,84.3457,472.9,4006.64,64.1735,507.152,3765.54,44.7656,126.602,3870.7,852.392,144.377,3865.45,580.052,118.215,3930.47,407.126,135.267,3940.17,94.7327,180.112,3995.31,62.179,191.546,3751.03,52.4625
9,0,480.229,3740.01,1112.43,217.53,3722.9,1107.23,377.533,3949.1,1173.69,295.213,3941.33,1176.88,532.307,3886.02,791.761,515.868,3886.82,559.834,536.807,3920.29,408.3,529.146,3945.43,85.2506,472.903,4006.64,64.1772,507.15,3765.53,44.7558,126.609,3870.7,852.383,144.35,3865.46,580.053,118.186,3930.47,407.119,135.575,3940.02,94.7602,180.127,3995.37,62.2172,191.59,3751,52.4681
